ORF,Gene,Control Median,Control STD,Control Localization,Repeat 1 Median,Repeat 1 STD,Repeat 1 Localization,Repeat 2 Median,Repeat 2 STD,Repeat 2 Localization,DTT Median,DTT STD,DTT FoldChange,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Starvation Localization,Description
YGL050W,TYW3,20.67,5.46399235,below threshold,19.725031,5.557636412,cytosol,21.639097,5.290124689,cytosol,23.28,11.31,1.12,cytosol,22.36,5.05,1.08,cytosol,18.55,3.9,0.89,cytosol,"tRNA methyltransferase required for synthesis of wybutosine, a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions"
YLR353W,BUD8,17.64,5.312659642,below threshold,19.7276525,4.407509366,cytosol,15.568841,5.389392219,below threshold,18.64,7.4,1.05,cytosol,18.37,3.61,1.04,cytosol,14.31,2.95,0.81,cytosol,"Protein involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern, and bud at the proximal pole"
YPL168W,YPL168W,19.18,5.13818933,mitochondria,19.7295695,5.346765872,mitochondria,18.652582,4.970386532,mitochondria,19.21,6.37,1,mitochondria,18.63,3.65,0.97,mitochondria,17.9,3.66,0.93,mitochondria,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; expression may be cell cycle-regulated
YDL077C,VAM6,19.48,5.310980447,vacuole,19.732586,5.37530654,vacuole,19.247936,5.234926211,vacuole,24.77,7.59,1.27,vacuole,22.49,3.68,1.15,vacuole,22.18,5.36,1.13,vacuole,Vacuolar protein that plays a critical role in the tethering steps of vacuolar membrane fusion by facilitating guanine nucleotide exchange on small guanosine triphosphatase Ypt7p
YNL101W,AVT4,21.18,5.839577781,below threshold,19.734177,5.835393755,cytosol,22.645047,5.4214664,cytosol,18.02,7.47,0.85,cytosol,19.8,6.05,0.93,cytosol,19.61,3.34,0.92,cytosol,"Vacuolar transporter, exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters"
YOL083W,YOL083W,18.89,4.863403937,punctate,19.7355735,5.166883288,punctate,18.066006,3.974706677,punctate,26.56,10.91,1.4,punctate,23.81,4.39,1.26,punctate,22.24,5.69,1.17,punctate,Putative protein of unknown function
YML083C,YML083C,18.64,3.406369729,below threshold,19.736061,3.427094556,cytosol,17.5730145,3.080887574,below threshold,14.64,5.06,0.78,cytosol,16.65,2.4,0.89,cytosol,15.22,2.27,0.81,cytosol,Putative protein of unknown function; strong increase in transcript abundance during anaerobic growth compared to aerobic growth; cells deleted for YML083C do not exhibit growth defects in anerobic or anaerobic conditions
YOR297C,TIM18,18.82,5.924398148,mitochondria,19.7383795,6.302002518,mitochondria,17.930737,5.128046673,mitochondria,19.04,5.86,1.01,mitochondria,17.63,4.43,0.93,mitochondria,19.2,6.06,1.01,mitochondria,Component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane; may mediate assembly or stability of the complex
YBR099C,YBR099C,18.97,3.953730325,below threshold,19.7400305,4.321523151,cytosol,18.2251095,3.786057035,below threshold,15.63,6.96,0.82,cytosol,15.98,3.99,0.84,cytosol,17.57,3.34,0.92,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps the verified gene MMS4"
YOR144C,ELG1,19.27,4.975297997,nucleus,19.742308,3.256842839,nucleus,18.81493,5.27215062,nucleus,20.18,8.13,1.04,nucleus,22.11,4.84,1.14,nucleus,NA,NA,NA,nucleus,"Protein required for S phase progression and telomere homeostasis, forms an alternative replication factor C complex important for DNA replication and genome integrity; involved in homologous recombination-mediated DNA repair"
YMR022W,UBC7,20.54,5.393219845,below threshold,19.745222,5.904083644,cytosol,21.344936,4.402176653,cytosol,28.85,11.82,1.4,cytosol,21.35,4.85,1.03,cytosol,23.89,7.55,1.16,cytosol,"Ubiquitin conjugating enzyme, involved in the ER-associated protein degradation pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly"
YMR150C,IMP1,18.72,4.572795515,below threshold,19.751609,4.229252043,cytosol,17.69886,4.732183905,below threshold,17.61,6.22,0.94,cytosol,15.28,2.46,0.81,cytosol,16.86,10.01,0.9,cytosol,"Catalytic subunit of the mitochondrial inner membrane peptidase complex, required for maturation of mitochondrial proteins of the intermembrane space; complex contains Imp1p and Imp2p (both catalytic subunits), and Som1p"
YLR431C,ATG23,18.13,4.426910089,below threshold,19.7592085,4.253250477,cytosol,16.510169,4.0305289,below threshold,22.11,7.23,1.21,ambiguous,19.2,3.28,1.05,ambiguous,19.54,3.43,1.07,ambiguous,Peripheral membrane protein required for the cytoplasm-to-vacuole targeting (Cvt) pathway and efficient macroautophagy; cycles between the phagophore assembly site (PAS) and non-PAS locations; forms a complex with Atg9p and Atg27p
YGL171W,ROK1,18.1,3.905899603,below threshold,19.761194,4.132495513,cytosol,16.457516,2.984980779,below threshold,15.99,6.14,0.88,cytosol,15.9,3.53,0.87,cytosol,14.13,2.69,0.78,cytosol,ATP-dependent RNA helicase of the DEAD box family; required for 18S rRNA synthesis
YJR107W,YJR107W,17.93,4.173515802,below threshold,19.762115,3.783233343,cytosol,16.10267,3.932896683,below threshold,18.6,5.01,1.03,cytosol,17.86,4.4,0.99,cytosol,19.15,3.12,1.06,cytosol,Putative protein of unknown function; has sequence or structural similarity to lipases
YLR154C,RNH203,19.22,5.273798914,nucleus,19.764431,5.569929587,nucleus,18.6912625,4.958867753,nucleus,18.11,7.32,0.94,nucleus,18.44,4.36,0.95,nucleus,17.01,9.31,0.88,nucleus,"Ribonuclease H2 subunit, required for RNase H2 activity; related to human AGS3 that causes Aicardi-Goutieres syndrome"
YOR162C,YRR1,19.76,4.008398616,nucleus,19.764706,3.53446151,nucleus,NA,NA,technical problem,NA,NA,NA,nucleus,NA,NA,NA,technical problem,NA,NA,NA,nucleus,"Zn2-Cys6 zinc-finger transcription factor that activates genes involved in multidrug resistance; paralog of Yrm1p, acting on an overlapping set of target genes"
YPL217C,BMS1,19,4.542655932,below threshold,19.766188,4.977455731,cytosol,18.2417785,3.796202918,below threshold,18.08,6.05,0.95,cytosol,21.18,3.78,1.11,cytosol,16.58,4.04,0.87,cytosol,"GTPase required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p"
YGR018C,YGR018C,19.48,4.057557255,below threshold,19.770947,3.845086914,cytosol,19.202208,4.41710754,cytosol,17.73,6.63,0.9,cytosol,18.46,4.15,0.94,cytosol,16.47,3.21,0.84,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YGR017W"
YBR037C,SCO1,18.31,4.489571356,mitochondria,19.774546,4.773896945,mitochondria,16.868637,3.518306021,mitochondria,16.97,5.56,0.92,mitochondria,16.5,3.29,0.9,mitochondria,22.12,7.27,1.2,mitochondria,"Copper-binding protein of the mitochondrial inner membrane, required for cytochrome c oxidase activity and respiration; may function to deliver copper to cytochrome c oxidase; has similarity to thioredoxins"
YHR164C,DNA2,19.39,3.958399407,nucleus,19.7753485,3.810588164,nucleus,19.036291,4.176957757,nucleus,18.59,6.66,0.95,nucleus,22.12,4.55,1.13,nucleus,17.15,3.15,0.88,nucleus,"Tripartite DNA replication factor with single-stranded DNA-dependent ATPase, ATP-dependent nuclease, and helicase activities; required for Okazaki fragment processing; involved in DNA repair; cell-cycle dependent localization"
YDL233W,YDL233W,19.75,5.018709386,nucleus,19.776224,4.5792238,nucleus,19.7352105,5.491134884,nucleus,22.37,7.17,1.13,nucleus,21.98,4.1,1.11,nucleus,16.62,4.09,0.84,nucleus,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL233W is not an essential gene
YJR119C,JHD2,19.58,4.556861384,nucleus,19.777227,4.510295076,nucleus,19.403225,4.585832901,nucleus,22.26,6.1,1.13,nucleus,20.24,3.57,1.03,nucleus,21.02,4.63,1.07,nucleus,JmjC domain family histone demethylase specific for H3-K4 (histone H3 Lys4); removes methyl groups specifically added by Set1p methyltransferase; protein levels regulated by Not4p (E3 ubiquitin ligase) polyubiquitin-mediated degradation
YPR003C,YPR003C,19.95,5.531188243,below threshold,19.778261,4.915656755,cytosol,20.1497705,5.826869332,cytosol,20.04,6.81,1,cytosol,19.04,3.92,0.95,cytosol,25.01,5.38,1.25,cytosol,Putative sulfate permease; physically interacts with Hsp82p; green fluorescent protein (GFP)-fusion protein localizes to the ER; YPR003C is not an essential gene
YBL081W,YBL081W,18.03,4.446717382,below threshold,19.781759,3.959695201,cytosol,16.2840625,4.120585826,below threshold,15.13,4.67,0.83,cytosol,16.83,3.43,0.93,cytosol,28.44,18.39,1.57,cytosol,Non-essential protein of unknown function; null mutation results in a decrease in plasma membrane electron transport
YMR048W,CSM3,17.96,4.871189135,nucleus,19.782312,5.249207414,nucleus,16.1501755,4.029408809,nucleus,16,6,0.89,nucleus,16.1,4.87,0.89,nucleus,16.71,3.38,0.93,nucleus,Protein required for accurate chromosome segregation during meiosis
YKL146W,AVT3,19.84,5.417149311,below threshold,19.784997,5.307983037,cytosol,19.900452,5.564611707,cytosol,17.83,6.15,0.89,cytosol,17.42,3.78,0.87,cytosol,18.17,4.09,0.91,cytosol,"Vacuolar transporter, exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters"
YER165W,PAB1,19.17,3.764041232,below threshold,19.786582,3.910918421,cytosol,18.5695235,3.559999481,below threshold,19.57,6.18,1.02,cytosol,20.01,3.23,1.04,cytosol,15.39,2.59,0.8,cytosol,"Poly(A) binding protein, part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G"
YBL095W,YBL095W,19.33,4.528845494,mitochondria,19.800753,4.797749039,mitochondria,18.870883,4.034074398,mitochondria,22.98,9.12,1.18,mitochondria,19.98,3.95,1.03,mitochondria,22.72,4.34,1.17,mitochondria,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
YBR076W,ECM8,17.19,4.119123736,below threshold,19.805048,3.424191471,cytosol,14.58474,3.662797823,below threshold,18.29,5.92,1.06,cytosol,15.88,3.74,0.92,cytosol,16.02,3.13,0.93,cytosol,Non-essential protein of unknown function
YPR076W,YPR076W,19.49,3.591752084,below threshold,19.80822,4.095999013,cytosol,19.1914025,3.345077516,cytosol,16.26,5.49,0.83,cytosol,16.16,2.9,0.82,cytosol,17.96,2.87,0.92,cytosol,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YNL189W,SRP1,19.1,5.30830787,below threshold,19.80916,4.740414696,cytosol,18.419693,5.632024022,below threshold,17.78,5.63,0.93,cytosol,18.71,2.93,0.97,cytosol,15.92,4.98,0.83,cytosol,"Karyopherin alpha homolog, forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; may also play a role in regulation of protein degradation"
YML073C,RPL6A,17.15,4.754023926,below threshold,19.8110665,3.880098419,cytosol,14.5098515,4.343804328,below threshold,17.72,5.59,1.03,cytosol,17.1,2.57,0.99,cytosol,16.87,2.9,0.98,cytosol,"N-terminally acetylated protein component of the large (60S) ribosomal subunit, has similarity to Rpl6Bp and to rat L6 ribosomal protein; binds to 5.8S rRNA"
YDR043C,NRG1,19.21,4.509662038,nucleus,19.815218,4.965931365,nucleus,18.6202605,4.058400981,nucleus,25.23,8.16,1.31,nucleus,17.86,3.92,0.92,nucleus,22.89,6.25,1.19,nucleus,Transcriptional repressor that recruits the Cyc8p-Tup1p complex to promoters; mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response
YGL072C,YGL072C,19.36,5.090982277,below threshold,19.817869,5.072878655,cytosol,18.922262,5.096532691,below threshold,18.83,5.46,0.97,cytosol,19.21,3.41,0.99,cytosol,19.65,4.15,1.01,cytosol,"Dubious open reading frame unlikely to encode a protein; partially overlaps the verified gene HSF1; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2"
YBR211C,AME1,17.44,5.179372808,below threshold,19.81884,5.655829598,cytosol,15.0855535,4.811974004,below threshold,16.25,4.84,0.93,cytosol,16.96,3.02,0.97,cytosol,15.67,2.64,0.89,cytosol,"Essential kinetochore protein associated with microtubules and spindle pole bodies; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p); involved in spindle checkpoint maintenance"
YBR239C,ERT1,20,4.113876377,nucleus,19.8225725,4.111769431,nucleus,20.188363,4.111049793,nucleus,18.62,6.39,0.93,nucleus,20.41,3.63,1.02,nucleus,15.75,2.56,0.78,nucleus,"Transcriptional regulator of nonfermentable carbon utilization; GFP-fusion protein localizes to cytoplasm, nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition"
YDL042C,SIR2,18.31,4.251181559,below threshold,19.84,4.438612363,cytosol,16.79476,3.551673739,below threshold,18.11,5.88,0.98,cytosol,16.06,3.15,0.87,cytosol,14.3,2.83,0.78,cytosol,"Conserved NAD+ dependent histone deacetylase of the Sirtuin family involved in regulation of lifespan; plays roles in silencing at HML, HMR, telomeres, and the rDNA locus; negatively regulates initiation of DNA replication"
YDR179W-A,YDR179W-A,18.36,4.966639013,below threshold,19.845238,4.806751093,cytosol,16.905027,4.76006851,below threshold,18.01,6.67,0.98,cytosol,16.88,2.63,0.91,cytosol,14.72,2.38,0.8,cytosol,Putative protein of unknown function
YNL209W,SSB2,18.35,5.273076261,below threshold,19.8467905,5.2271173,cytosol,16.871876,5.02463985,below threshold,18.09,7.11,0.98,cytosol,18.48,3.15,1,cytosol,15.54,3.05,0.84,cytosol,"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone, functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; homolog of SSB1"
YPL024W,RMI1,20.57,3.757150242,nucleus,19.848101,3.509864757,nucleus,21.31995,3.847755565,nucleus,20.45,7.27,0.99,nucleus,16.92,2.87,0.82,nucleus,23.72,7.05,1.15,nucleus,Subunit of the RecQ (Sgs1p) - Topo III (Top3p) complex; stimulates superhelical relaxing and ssDNA binding activities of Top3p; involved in response to DNA damage; null mutants display increased rates of recombination and delayed S phase
YNL082W,PMS1,17.64,4.779680856,nucleus,19.84836,4.487035348,nucleus,15.456991,4.398050406,nucleus,21.23,6.88,1.2,nucleus,20.31,4.03,1.15,nucleus,18.66,6.64,1.05,nucleus,"ATP-binding protein required for mismatch repair in mitosis and meiosis; functions as a heterodimer with Mlh1p, binds double- and single-stranded DNA via its N-terminal domain, similar to E. coli MutL"
YPR040W,TIP41,18.15,4.209842221,below threshold,19.856573,3.917884956,cytosol,16.460815,4.067785706,below threshold,19.2,6.08,1.05,cytosol,19.59,4.04,1.07,cytosol,26.76,6.53,1.47,cytosol,"Protein that interacts physically and genetically with Tap42p, which regulates protein phosphatase 2A; component of the TOR (target of rapamycin) signaling pathway"
YGR144W,THI4,17.11,5.029003309,below threshold,19.858156,4.153258342,cytosol,14.373333,4.779090903,below threshold,19.02,6.33,1.11,cytosol,17.03,3.06,0.99,cytosol,17.83,4.96,1.04,cytosol,"Thiazole synthase, catalyzes formation of a thiazole intermediate during thiamine biosynthesis; required for mitochondrial genome stability in response to DNA damaging agents"
YIL057C,RGI2,20.86,6.216415682,below threshold,19.86276,4.172015619,cytosol,21.8687505,7.280342505,cytosol,15.3,6.7,0.73,cytosol,18.02,4.24,0.86,cytosol,18.62,4.95,0.89,cytosol,Putative protein of unknown function; expression induced under carbon limitation and repressed under high glucose
YGL039W,YGL039W,18.96,4.451540681,below threshold,19.864864,3.669705696,cytosol,18.068453,4.598738095,below threshold,18.62,6.36,0.98,cytosol,21.55,3.53,1.13,cytosol,28.68,4.65,1.51,cytosol,Oxidoreductase shown to reduce carbonyl compounds to chiral alcohols
YDR350C,ATP22,18.86,4.180573562,below threshold,19.865217,3.866103593,cytosol,17.865517,4.263008627,below threshold,13.08,5.01,0.69,cytosol,16.45,3.9,0.87,cytosol,14.7,2.61,0.77,cytosol,"Mitochondrial inner membrane protein required for assembly of the F0 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis"
YBL031W,SHE1,17.93,4.350796559,below threshold,19.867441,3.899245446,cytosol,16.018469,3.999634712,below threshold,18.91,6.02,1.05,cytosol,17.12,2.86,0.95,cytosol,15.84,3.91,0.88,cytosol,"Mitotic spindle protein that interacts with components of the Dam1 (DASH) complex, its effector Sli15p, and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure"
YHR068W,DYS1,18.42,4.388375614,below threshold,19.86747,5.811531611,cytosol,16.9930525,3.622231303,below threshold,NA,NA,NA,cytosol,15.57,2.9,0.84,cytosol,25.01,21.24,1.35,cytosol,"Deoxyhypusine synthase, catalyzes formation of deoxyhypusine, the first step in hypusine biosynthesis; triggers posttranslational hypusination of translation elongation factor eIF-5A and regulates its intracellular levels; tetrameric"
YLR112W,YLR112W,19.79,3.501069024,below threshold,19.869096,3.979822145,cytosol,19.728433,3.240937069,cytosol,17.57,5.4,0.88,cytosol,17.22,3.07,0.86,cytosol,14.24,2.54,0.71,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
YER016W,BIM1,18.15,4.432495068,punctate,19.872587,4.305610462,punctate,16.449061,3.961051124,punctate,20.35,6.38,1.12,punctate,19.57,3.95,1.07,punctate,16.61,3.7,0.91,punctate,Microtubule-binding protein that together with Kar9p makes up the cortical microtubule capture site and delays the exit from mitosis when the spindle is oriented abnormally
YBR063C,YBR063C,18.65,4.487395451,below threshold,19.8747995,4.700140182,cytosol,17.44316,3.856107079,below threshold,15.04,6.11,0.8,cytosol,17.62,2.84,0.94,cytosol,14.9,1.91,0.79,cytosol,Putative protein of unknown function; YBR063C is not an essential gene
YLR060W,FRS1,18.84,3.885046624,below threshold,19.877547,3.709357614,cytosol,17.811764,3.825537417,below threshold,18.17,6.04,0.96,cytosol,17.84,3.68,0.94,cytosol,16.84,3.63,0.89,cytosol,"Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase, forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe, which could contribute to translational quality control"
YPL219W,PCL8,19.42,5.344534709,below threshold,19.879082,4.774019929,cytosol,18.989729,6.135798706,below threshold,22.62,8.94,1.16,cytosol,19.78,3.41,1.01,cytosol,26.72,4.28,1.37,cytosol,"Cyclin, interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase, also activates Pho85p for Glc8p phosphorylation"
YMR137C,PSO2,18.46,4.407815547,nucleus,19.8796965,4.25410383,nucleus,17.050762,4.197767732,nucleus,19.35,6.51,1.04,nucleus,22.97,3.7,1.24,nucleus,17.22,6.18,0.93,nucleus,Required for a post-incision step in the repair of DNA single and double-strand breaks that result from interstrand crosslinks produced by a variety of mono- and bi-functional psoralen derivatives; induced by UV-irradiation
YJL058C,BIT61,19.08,4.03872055,below threshold,19.881118,3.868928234,cytosol,18.292135,4.0823615,below threshold,18.69,6.34,0.97,cytosol,19.4,3.91,1.01,cytosol,17.57,3.49,0.92,cytosol,"Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p-Slm1p-Slm2p), a membrane-associated complex that regulates cell cycle-dependent actin cytoskeletal dynamics during polarized growth and cell wall integrity"
YMR306C-A,YMR306C-A,18.66,4.204100273,below threshold,19.883436,4.535529154,cytosol,17.441208,3.748543188,below threshold,15.66,5.25,0.83,cytosol,17.04,3.41,0.91,cytosol,17.63,3.31,0.94,cytosol,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YJL073W,JEM1,18.27,5.26306175,below threshold,19.8856165,5.097483021,cytosol,16.673692,5.017241653,below threshold,NA,NA,NA,cytosol,15.86,3.44,0.86,cytosol,17.21,3.19,0.94,cytosol,"DnaJ-like chaperone required for nuclear membrane fusion during mating, localizes to the ER membrane; exhibits genetic interactions with KAR2"
YLR360W,VPS38,18.7,5.022110997,punctate,19.890053,4.708731707,punctate,17.518365,5.027024993,punctate,19.79,6.05,1.05,punctate,19.67,3.5,1.05,punctate,20.57,4,1.09,punctate,Part of a Vps34p phosphatidylinositol 3-kinase complex that functions in carboxypeptidase Y (CPY) sorting; binds Vps30p and Vps34p to promote production of phosphatidylinositol 3-phosphate (PtdIns3P) which stimulates kinase activity
YNL321W,VNX1,19.49,5.090710071,below threshold,19.8939505,5.127580821,cytosol,19.097561,5.049070128,cytosol,16.48,5.37,0.84,cytosol,17.14,3.78,0.87,cytosol,19.23,5.45,0.98,cytosol,Low affinity vacuolar membrane localized monovalent cation/H+ antiporter; member of the calcium exchanger (CAX) family; potential Cdc28p substrate
YOR137C,SIA1,19.47,3.973820787,below threshold,19.894915,3.982008978,cytosol,19.057348,3.971929607,cytosol,16.79,7.76,0.86,cytosol,16.16,3.99,0.83,cytosol,14.99,2.87,0.77,cytosol,Protein of unassigned function involved in activation of the Pma1p plasma membrane H+-ATPase by glucose
YCR064C,YCR064C,17.92,4.884523107,below threshold,19.895232,5.078853958,cytosol,15.950355,3.906214531,below threshold,18.45,6.19,1.02,cytosol,15.8,3,0.88,cytosol,16.96,4.12,0.94,cytosol,"Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; partially overlaps the verified gene BUD31"
YMR312W,ELP6,18.86,4.890587875,below threshold,19.895605,4.53630953,cytosol,17.837399,5.04900674,below threshold,18.28,5.98,0.96,cytosol,17.25,4.71,0.91,cytosol,15.52,3.89,0.82,cytosol,"Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity"
YPL133C,RDS2,19.94,4.733071769,nucleus,19.8978385,4.907420744,nucleus,20,4.613935485,nucleus,20.01,6.53,1,nucleus,19,2.83,0.95,nucleus,18.54,3.23,0.92,nucleus,Zinc cluster transcriptional activator involved in conferring resistance to ketoconazole
YPR176C,BET2,17.77,4.409360737,below threshold,19.900959,4.272760313,cytosol,15.650182,3.547223102,below threshold,17.44,5.91,0.98,cytosol,16.16,2.77,0.9,cytosol,21.25,21.48,1.19,cytosol,Beta subunit of Type II geranylgeranyltransferase required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p
YLR292C,SEC72,17.73,5.882844354,below threshold,19.903427,6.241414396,cytosol,15.586826,5.133198819,below threshold,18.95,5.52,1.06,cytosol,17.65,3.92,0.99,cytosol,19.49,8.35,1.09,cytosol,"Non-essential subunit of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p); with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER"
YLR462W,YLR462W,20.6,4.823185277,below threshold,19.9050925,5.078528439,cytosol,21.3145875,4.40121523,cytosol,13.6,5.51,0.66,cytosol,16.36,4.41,0.79,cytosol,15.54,2.91,0.75,cytosol,Putative protein of unknown function with similarity to helicases; YLR462W is within the telomere on the right arm of chromosome XII
YOL151W,GRE2,17.84,3.562842754,below threshold,19.905109,3.408217388,cytosol,15.784616,3.405027493,below threshold,NA,NA,NA,cytosol,NA,NA,NA,cytosol,NA,NA,NA,cytosol,"3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase); stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway"
YGR003W,CUL3,18.38,5.127938327,below threshold,19.90991,4.553327592,cytosol,16.879747,5.123428822,below threshold,16.91,8.17,0.91,cytosol,17.23,4.55,0.93,cytosol,15.36,2.91,0.83,cytosol,"Ubiquitin-protein ligase, member of the cullin family with similarity to Cdc53p and human CUL3; required for ubiquitin-dependent degredation of the RNA Polymerase II subunit RPO21"
YDR359C,EAF1,17.57,5.169275456,below threshold,19.91235,5.138377207,cytosol,15.246231,3.91636229,below threshold,14.83,6.35,0.84,cytosol,16.38,4.01,0.93,cytosol,15.63,2.61,0.88,cytosol,"Component of the NuA4 histone acetyltransferase complex; acts as a platform for assembly of NuA4 subunits into the native complex; required for initiation of pre-meiotic DNA replication, likely due to its requirement for expression of IME1"
YKR054C,DYN1,19.67,3.939791497,below threshold,19.914179,4.176841236,cytosol,19.447853,3.414232948,cytosol,30.52,13.34,1.55,cytosol,22.07,4.01,1.12,cytosol,19.14,4.52,0.97,cytosol,"Cytoplasmic heavy chain dynein, microtubule motor protein, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p"
YNL129W,NRK1,20.25,4.783338691,below threshold,19.915541,4.530131712,cytosol,20.5904,5.140056555,cytosol,19.56,6.52,0.96,cytosol,17.8,4,0.87,cytosol,26.18,4.11,1.29,cytosol,"Nicotinamide riboside kinase, catalyzes the phosphorylation of nicotinamide riboside and nicotinic acid riboside in salvage pathways for NAD+ biosynthesis"
YLR125W,YLR125W,19,4.418863235,below threshold,19.93125,4.971461137,cytosol,18.070248,3.689989665,below threshold,17.32,6.31,0.91,cytosol,16.16,3.64,0.85,cytosol,15.03,3.24,0.79,cytosol,Putative protein of unknown function; mutant has decreased Ty3 transposition; YLR125W is not an essential gene
YMR207C,HFA1,18.55,4.688255239,mitochondria,19.93217,4.213378037,mitochondria,17.1858175,4.833990724,mitochondria,NA,NA,NA,technical problem,21.92,4.28,1.18,mitochondria,17.39,6.49,0.93,mitochondria,"Mitochondrial acetyl-coenzyme A carboxylase, catalyzes the production of malonyl-CoA in mitochondrial fatty acid biosynthesis"
YCR061W,YCR061W,19.53,4.950680709,punctate,19.9363645,4.957747623,punctate,19.132812,4.950122596,punctate,20.38,5.95,1.04,punctate,23.48,5.04,1.2,punctate,NA,NA,NA,"punctate,vacuole",Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; induced by treatment with 8-methoxypsoralen and UVA irradiation
YMR068W,AVO2,19.71,4.502901308,below threshold,19.9369085,4.316636041,cytosol,19.498804,4.626878035,cytosol,21.1,7.91,1.07,cytosol,19.68,3.14,0.99,cytosol,16.77,2.95,0.85,cytosol,"Component of a complex containing the Tor2p kinase and other proteins, which may have a role in regulation of cell growth"
YLR062C,BUD28,18.5,3.136294892,below threshold,19.938931,3.3953106,cytosol,17.092857,2.445834917,below threshold,14.89,4.47,0.8,cytosol,13.08,2.56,0.7,cytosol,15.32,2.76,0.82,cytosol,"Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 98% of ORF overlaps the verified gene RPL22A; diploid mutant displays a weak budding pattern phenotype in a systematic assay"
YDR191W,HST4,18.59,5.128475276,"nucleus,cytosol",19.941397,5.250131231,"nucleus,cytosol",17.25,4.520479413,"nucleus,cytosol",15.93,5.59,0.85,"nucleus,cytosol",18.32,4.28,0.98,"nucleus,cytosol",29.31,14.64,1.57,"nucleus,cytosol","Member of the Sir2 family of NAD(+)-dependent protein deacetylases; involved along with Hst3p in silencing at telomeres, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism"
YKR058W,GLG1,19.69,5.327760161,below threshold,19.9461535,4.780871408,cytosol,19.442308,5.471259196,cytosol,23.77,11.37,1.2,cytosol,19.94,3.52,1.01,cytosol,23.58,5.21,1.19,cytosol,"Self-glucosylating initiator of glycogen synthesis, also glucosylates n-dodecyl-beta-D-maltoside; similar to mammalian glycogenin"
