Protein Description,Probability Score,PSMs,Unique Peptides,"TMT-130 Intensity 0 min","TMT-126 Intensity 30 min","TMT-127 Intensity 60 min","TMT-128 Intensity 90 min","TMT-129 Intensity 120 min","TMT-131 Intensity 240 min",Quantified PSMs,Quantified Unique Peptides
"YDR358W GGA1 SGDID:S000002766, Chr IV from 1190053-1191726, Verified ORF, ""Golgi-localized protein with homology to gamma-adaptin, interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi""",1.77E-47,7,5,292950.5724,375715.9545,397725.4742,403411.7774,315011.401,400763.6159,2,2
"YER172C BRR2 SGDID:S000000974, Chr V from 536016-529525, reverse complement, Verified ORF, ""RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-200kD""",1.92E-47,4,4,,,,,,,0,0
"YBR034C HMT1 SGDID:S000000238, Chr II from 305976-304930, reverse complement, Verified ORF, ""Nuclear SAM-dependent mono- and asymmetric arginine dimethylating methyltransferase that modifies hnRNPs, including Npl3p and Hrp1p, thus facilitating nuclear export of these proteins; required for viability of npl3 mutants""",1.98E-47,12,4,2383583.93,3507977.099,3338237.922,1903946.956,2802883.014,3005127.844,5,3
"YOR069W VPS5 SGDID:S000005595, Chr XV from 453770-455797, Verified ORF, ""Nexin-1 homolog required for localizing membrane proteins from a prevacuolar/late endosomal compartment back to the late Golgi apparatus; structural component of the retromer membrane coat complex; forms a retromer subcomplex with Vps17p""",2.09E-47,6,4,1069400.217,1110298.744,1346016.736,1298370.967,1200662.327,1234258.889,3,3
"YGR020C VMA7 SGDID:S000003252, Chr VII from 527333-526977, reverse complement, Verified ORF, ""Subunit F of the eight-subunit V1 peripheral membrane domain of vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system; required for the V1 domain to assemble onto the vacuolar membrane""",2.41E-47,16,4,2580087.812,2776902.573,2344962.709,2314865.906,2232425.281,2103061.606,1,1
"YKR016W AIM28 SGDID:S000001724, Chr XI from 469360-470982, Verified ORF, ""Mitochondrial protein of unknown function; null mutant displays a slow growth defect in combination with a null mutation in the mitochondrial GTPase GEM1; null mutant displays reduced frequency of mitochondrial genome loss""",4.56E-47,7,4,410338.2242,425577.2152,413704.7573,469182.8622,421917.1692,430248.4125,1,1
"YCR051W YCR051W SGDID:S000000647, Chr III from 214067-214735, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; contains ankyrin (Ank) repeats; YCR051W is not an essential gene""",6.53E-47,12,4,4812107.533,4593088.878,4348028.219,4327811.72,4172832.434,3888410.146,3,2
"YIL010W DOT5 SGDID:S000001272, Chr IX from 334879-335526, Verified ORF, ""Nuclear thiol peroxidase which functions as an alkyl-hydroperoxide reductase during post-diauxic growth""",7.12E-47,11,4,6337058.478,7486759.476,7830557.039,7968474.253,7614260.755,8703327.149,9,3
"YNL267W PIK1 SGDID:S000005211, Chr XIV from 140879-144079, Verified ORF, ""Phosphatidylinositol 4-kinase; catalyzes first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokineses through the actin cytoskeleton""",8.13E-47,6,4,,,,,,,0,0
"YPR073C LTP1 SGDID:S000006277, Chr XVI from 692415-691930, reverse complement, Verified ORF, ""Protein phosphotyrosine phosphatase of unknown cellular role; activated by adenine""",8.19E-47,20,3,190386.1599,124847.0526,192193.6686,131556.3873,158043.7145,158385.7488,2,2
"YJL171C YJL171C SGDID:S000003707, Chr X from 100888-99698, reverse complement, Verified ORF, ""GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein""",8.50E-47,17,3,2527503.686,3245570.236,3627783.457,3706513.737,3932124.125,4226576.246,6,2
"YOR327C SNC2 SGDID:S000005854, Chr XV from 931078-930731, reverse complement, Verified ORF, ""Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins""",8.61E-47,13,3,1568020.931,1597220.903,1443366.018,1410958.001,1407472.97,1387851.814,8,3
"YHR111W UBA4 SGDID:S000001153, Chr VIII from 333075-334397, Verified ORF, ""Protein that activates Urm1p before its conjugation to proteins (urmylation); one target is the thioredoxin peroxidase Ahp1p, suggesting a role of urmylation in the oxidative stress response""",9.43E-47,7,4,658679.4182,738893.4142,704628.3243,617624.1138,657968.4131,751096.0447,1,1
"YOL090W MSH2 SGDID:S000005450, Chr XV from 147382-150276, Verified ORF, ""Protein that forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity; Msh2p-Msh6p binds to and hydrolyzes ATP""",9.89E-47,5,3,,,,,,,0,0
"YIL105C SLM1 SGDID:S000001367, Chr IX from 169638-167578, reverse complement, Verified ORF, ""Phosphoinositide PI4,5P(2) binding protein, forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; phosphorylated by the TORC2 complex""",1.07E-46,5,4,2109419.436,1563022.766,2214874.485,2110336.458,2216412.52,1360140.75,1,1
"YFR013W IOC3 SGDID:S000001909, Chr VI from 169914-172277, Verified ORF, ""Member of a complex (Isw1a) with Isw1p that has nucleosome-stimulated ATPase activity and represses transcription initiation by specific positioning of a promoter proximal dinucleosome; has homology to Esc8p, which is involved in silencing""",1.34E-46,6,4,603200.6307,545522.4112,547277.3034,516103.3605,432338.6615,342544.5705,2,1
"YKL112W ABF1 SGDID:S000001595, Chr XI from 226214-228409, Verified ORF, ""DNA binding protein with possible chromatin-reorganizing activity involved in transcriptional activation, gene silencing, and DNA replication and repair""",1.92E-46,6,4,,,,,,,0,0
"YIL083C CAB2 SGDID:S000001345, Chr IX from 204650-203553, reverse complement, Verified ORF, ""Probable phosphopantothenoylcysteine synthetase (PPCS), which catalyzes the second step of coenzyme A biosynthesis from pantothenate; null mutant lethality is complemented by E. coli coaBC (encoding a bifunctional enzyme with PPCS activity)""",2.79E-46,4,3,2363618.268,1854594.54,2134177.405,2273819.363,2262902.084,1835149.372,3,2
"YOR253W NAT5 SGDID:S000005779, Chr XV from 804378-804908, Verified ORF, ""Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p); N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing""",2.79E-46,6,3,6836657.726,6886878.626,6870015.315,6944067.296,6115087.353,7568688.059,4,2
"YNL149C PGA2 SGDID:S000005093, Chr XIV from 349758-349369, reverse complement, Verified ORF, ""Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect""",5.00E-46,10,4,1422394.724,1272539.131,1324519.165,1397105.702,1377625.441,1240082.749,4,2
"YHR076W PTC7 SGDID:S000001118, Chr VIII from 251103-251157,251251-252227, Verified ORF, ""Mitochondrially localized type 2C protein phosphatase; expression induced by growth on ethanol and by sustained osmotic stress; possible role in carbon source utilization in low oxygen environments""",6.57E-46,8,3,5463976.145,6221965.146,6421271.353,6350038.482,6193292.573,7117274.971,5,3
"YDR322W MRPL35 SGDID:S000002730, Chr IV from 1110587-1111690, Verified ORF, ""Mitochondrial ribosomal protein of the large subunit""",6.76E-46,6,3,822876.275,847684.5358,837457.7435,846140.5692,1028181.464,757738.9789,2,2
"YDR264C AKR1 SGDID:S000002672, Chr IV from 998320-996026, reverse complement, Verified ORF, ""Palmitoyl transferase involved in protein palmitoylation; acts as a negative regulator of pheromone response pathway; required for endocytosis of pheromone receptors; involved in cell shape control; contains ankyrin repeats""",7.61E-46,6,3,,,,,,,0,0
"YHR148W IMP3 SGDID:S000001191, Chr VIII from 393537-394088, Verified ORF, ""Component of the SSU processome, which is required for pre-18S rRNA processing, essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA""",8.28E-46,7,4,1919343.197,2528605.342,2364388.613,1855512.404,1894195.284,2550890.847,4,3
"YDR510W SMT3 SGDID:S000002918, Chr IV from 1469393-1469698, Verified ORF, ""Ubiquitin-like protein of the SUMO family, conjugated to lysine residues of target proteins; regulates chromatid cohesion, chromosome segregation, APC-mediated proteolysis, DNA replication and septin ring dynamics; phosphorylated at Ser2""",8.38E-46,11,4,12926895.48,11856795.08,12709434.16,13423762.98,13206010.45,13019318.73,6,3
"YDR390C UBA2 SGDID:S000002798, Chr IV from 1256840-1254930, reverse complement, Verified ORF, ""Nuclear protein that acts as a heterodimer with Aos1p to activate Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability""",8.87E-46,7,3,,,,,,,0,0
"YCL011C GBP2 SGDID:S000000517, Chr III from 103358-102075, reverse complement, Verified ORF, ""Poly(A+) RNA-binding protein, involved in the export of mRNAs from the nucleus to the cytoplasm; similar to Hrb1p and Npl3p; also binds single-stranded telomeric repeat sequence in vitro""",9.63E-46,5,4,185129.8153,166045.8704,158232.773,127042.8246,96120.92295,121754.1633,1,1
"YNL075W IMP4 SGDID:S000005019, Chr XIV from 485608-486480, Verified ORF, ""Component of the SSU processome, which is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigma(70)-like motif and associate with RNAs""",9.95E-46,5,5,,,,,,,0,0
"YGR080W TWF1 SGDID:S000003312, Chr VII from 642014-643012, Verified ORF, ""Twinfilin, highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton, composed of two cofilin-like regions, localizes actin monomers to sites of rapid filament assembly""",1.18E-45,7,3,1438865.852,1226835.9,1603300.477,1554088.076,1648880.094,1336676.802,3,2
"YDR092W UBC13 SGDID:S000002499, Chr IV from 629874-629903,630172-630603, Verified ORF, ""Ubiquitin-conjugating enzyme involved in the error-free DNA postreplication repair pathway; interacts with Mms2p to assemble ubiquitin chains at the Ub Lys-63 residue; DNA damage triggers redistribution from the cytoplasm to the nucleus""",1.34E-45,6,3,3337828.721,3119197.811,3476225.433,3797014.082,3627606.366,3763993.887,4,3
"YHR188C GPI16 SGDID:S000001231, Chr VIII from 483837-482005, reverse complement, Verified ORF, ""Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-Tp homolog""",2.00E-45,5,3,528226.5987,463849.9349,498810.5866,532376.9142,498879.7657,549916.2673,1,1
"YNL031C HHT2 SGDID:S000004976, Chr XIV from 576051-575641, reverse complement, Verified ORF, ""Histone H3, core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT1); regulated by acetylation, methylation, and phosphorylation""",2.06E-45,15,4,14017829.81,15833653.88,16255238.25,15672492.58,14978140.09,18233237.99,8,2
"YOL016C CMK2 SGDID:S000005376, Chr XV from 296121-294778, reverse complement, Verified ORF, ""Calmodulin-dependent protein kinase; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to Cmk1p and mammalian Cam Kinase II""",2.18E-45,10,5,2553909.135,3023442.301,3424891.818,3184096.204,2867345.838,3406719.127,4,3
"YJR103W URA8 SGDID:S000003864, Chr X from 620743-622437, Verified ORF, ""Minor CTP synthase isozyme (see also URA7), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis""",2.36E-45,16,6,962957.7493,1157365.605,1136107.181,1247577.059,1246988.794,1632729.517,3,2
"YBR212W NGR1 SGDID:S000000416, Chr II from 647881-649899, Verified ORF, ""RNA binding protein that negatively regulates growth rate; interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overexpression impairs mitochondrial function; expressed in stationary phase""",2.42E-45,6,4,1808490.377,1998766.112,2747127.605,2626492.432,2658173.463,3078931.041,3,2
"YPR091C YPR091C SGDID:S000006295, Chr XVI from 718466-716154, reverse complement, Verified ORF, ""Putative protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YPR091C is not an essential gene""",3.16E-45,6,5,-1.080968143,57568.64773,-6619.57759,350.3751678,0.842199872,0.07302825,1,1
"YMR152W YIM1 SGDID:S000004760, Chr XIII from 563095-564192, Verified ORF, ""Protein of unknown function; null mutant displays sensitivity to DNA damaging agents; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",3.44E-45,5,3,1013928.9,993468.1525,1242812.562,1225198.88,1220666.692,1111474.44,3,1
"YCR052W RSC6 SGDID:S000000648, Chr III from 214990-216441, Verified ORF, ""Component of the RSC chromatin remodeling complex; essential for mitotic growth; homolog of SWI/SNF subunit Swp73p""",3.47E-45,6,4,,,,,,,0,0
"YKL173W SNU114 SGDID:S000001656, Chr XI from 122522-125548, Verified ORF, ""GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2""",3.66E-45,6,4,866305.9502,985883.9832,1043152.373,1009309.802,959199.3201,1070390.833,1,1
"YOR090C PTC5 SGDID:S000005616, Chr XV from 492843-491125, reverse complement, Verified ORF, ""Mitochondrial type 2C protein phosphatase involved in regulation of pyruvate dehydrogenase activity by dephosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinases Pkp1p and Pkp2p and phosphatase Ptc6p""",4.01E-45,6,3,606845.5894,746717.1659,621969.0197,669662.3358,666905.8414,714111.6266,2,2
"YOR141C ARP8 SGDID:S000005667, Chr XV from 592588-589943, reverse complement, Verified ORF, ""Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes""",4.06E-45,6,4,158374.7403,186222.5221,163365.8653,105781.2672,140121.9507,151159.0822,1,1
"YKL204W EAP1 SGDID:S000001687, Chr XI from 53705-55603, Verified ORF, ""eIF4E-associated protein, binds eIF4E and inhibits cap-dependent translation, also functions independently of eIF4E to maintain genetic stability; plays a role in cell growth, implicated in the TOR signaling cascade""",4.24E-45,6,4,2584963.855,2951864.021,3013056.395,2829973.009,2638779.31,3018911.632,2,2
"YDR412W RRP17 SGDID:S000002820, Chr IV from 1294686-1295393, Uncharacterized ORF, ""Component of the pre-60S pre-ribosomal particle; required for cell viability under standard (aerobic) conditions but not under anaerobic conditions""",4.33E-45,8,5,5179963.43,5424616.152,5244954.896,4753822.363,4392626.804,5459684.146,2,2
"YMR039C SUB1 SGDID:S000004642, Chr XIII from 349521-348643, reverse complement, Verified ORF, ""Transcriptional coactivator, facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes""",4.77E-45,6,4,-1600.196289,-39.34981297,-571.744412,43510.43317,-3008.123101,55881.96279,1,1
"YOL093W TRM10 SGDID:S000005453, Chr XV from 142815-143696, Verified ORF, ""tRNA methyltransferase, methylates the N-1 position of guanosine in tRNAs""",4.81E-45,5,3,70008.67888,77535.73377,87179.78938,73674.90905,75519.21497,61161.76785,1,1
"YNL151C RPC31 SGDID:S000005095, Chr XIV from 348523-347768, reverse complement, Verified ORF, ""RNA polymerase III subunit C31; contains HMG-like C-terminal domain""",4.99E-45,7,3,547044.862,495025.8903,475651.4652,531938.8421,512643.2767,525332.5681,2,2
"YHR005C-A TIM10 SGDID:S000003530, Chr VIII from 115896-115615, reverse complement, Verified ORF, ""Essential protein of the mitochondrial intermembrane space, forms a complex with Tim9p (TIM10 complex) that mediates insertion of hydrophobic proteins at the inner membrane, has homology to Mrs5p, which is also involved in this process""",5.09E-45,6,3,1376604.826,952515.4523,1051187.584,1183948.04,1306213.208,951054.7146,1,1
"YOR336W KRE5 SGDID:S000005863, Chr XV from 949770-953867, Verified ORF, ""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",7.15E-45,5,4,481097.8444,346041.6565,353468.6277,425769.1509,445404.4382,468484.1401,1,1
"YDR257C RKM4 SGDID:S000002665, Chr IV from 971471-969987, reverse complement, Verified ORF, ""Ribosomal lysine methyltransferase specific for monomethylation of Rpl42ap and Rpl42bp (lysine 55); nuclear SET-domain containing protein""",7.23E-45,5,4,694803.5885,1028888.776,1183574.812,1122369.865,1310769.694,1314421.858,1,1
"YOR175C ALE1 SGDID:S000005701, Chr XV from 661675-659816, reverse complement, Verified ORF, ""Broad-specificity lysophospholipid acyltransferase, part of MBOAT family of membrane-bound O-acyltransferases; key component of Lands cycle; may have role in fatty acid exchange at sn-2 position of mature glycerophospholipids""",7.33E-45,6,3,1610125.291,1374402.618,1562802.15,1810181.844,1795136.947,1690291.356,1,1
"YGL082W YGL082W SGDID:S000003050, Chr VII from 355830-356975, Uncharacterized ORF, ""Putative protein of unknown function; predicted prenylation/proteolysis target of Afc1p and Rce1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YGL082W is not an essential gene""",8.27E-45,5,4,3496744.928,3737225.2,3788584.315,3808028.76,3407498.757,3881347.515,2,2
"YIR012W SQT1 SGDID:S000001451, Chr IX from 378483-379778, Verified ORF, ""Essential protein involved in a late step of 60S ribosomal subunit assembly or modification; contains multiple WD repeats; interacts with Qsr1p in a two-hybrid assay""",1.59E-44,8,3,3419727.956,1950649.303,2472917.593,2534218.295,2683899.749,1440386.094,3,1
"YLR172C DPH5 SGDID:S000004162, Chr XII from 502164-501262, reverse complement, Verified ORF, ""Methyltransferase required for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); not essential for viability; GFP-Dph5p fusion protein localizes to the cytoplasm""",2.03E-44,7,4,3355637.476,3376323.747,3687124.503,3533743.72,3458587.971,3875268.81,2,1
"YMR278W PGM3 SGDID:S000004891, Chr XIII from 822762-824630, Verified ORF, ""Phosphoglucomutase, catalyzes interconversion of glucose-1-phosphate and glucose-6-phospate; transcription induced in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential""",2.65E-44,8,4,2520290.227,2385875.752,2619550.644,3015184.932,3191633.824,3086617.246,4,3
"YBR073W RDH54 SGDID:S000000277, Chr II from 383107-385983, Verified ORF, ""DNA-dependent ATPase, stimulates strand exchange by modifying the topology of double-stranded DNA; involved in recombinational repair of DNA double-strand breaks during mitosis and meiosis; proposed to be involved in crossover interference""",2.84E-44,5,4,,,,,,,0,0
"YOR014W RTS1 SGDID:S000005540, Chr XV from 357674-359947, Verified ORF, ""B-type regulatory subunit of protein phosphatase 2A (PP2A); homolog of the mammalian B' subunit of PP2A""",2.87E-44,6,4,1236126.609,1203401.222,1263893.601,1236510.784,1385817.611,1337287.414,3,3
"YGR082W TOM20 SGDID:S000003314, Chr VII from 644048-644599, Verified ORF, ""Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins""",2.91E-44,15,4,1846696.902,2248125.892,1860012.093,1827797.803,2065297.651,2371461.958,4,3
"YOL052C SPE2 SGDID:S000005412, Chr XV from 233635-232445, reverse complement, Verified ORF, ""S-adenosylmethionine decarboxylase, required for the biosynthesis of spermidine and spermine; cells lacking Spe2p require spermine or spermidine for growth in the presence of oxygen but not when grown anaerobically""",3.53E-44,8,3,286224.9747,206225.0386,196627.1131,218145.6812,299363.5405,191555.7868,5,4
"YDR500C RPL37B SGDID:S000002908, Chr IV from 1450846-1450840,1450450-1450191, reverse complement, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, has similarity to Rpl37Ap and to rat L37 ribosomal protein""",4.64E-44,30,6,25571094.08,29802765.09,26160969.13,24278920.79,23628842.24,28339116.34,15,3
"YNL298W CLA4 SGDID:S000005242, Chr XIV from 68915-71443, Verified ORF, ""Cdc42p-activated signal transducing kinase of the PAK (p21-activated kinase) family, which also includes Ste20p and Skm1p; involved in septin ring assembly, vacuole inheritance, and cytokinesis; phosphorylates septins Cdc3p and Cdc10p""",5.05E-44,5,4,,,,,,,0,0
"YIL015W BAR1 SGDID:S000001277, Chr IX from 322340-324103, Verified ORF, ""Aspartyl protease secreted into the periplasmic space of mating type a cells, helps cells find mating partners, cleaves and inactivates alpha factor allowing cells to recover from alpha-factor-induced cell cycle arrest""",5.10E-44,4,3,,,,,,,0,0
"YJL183W MNN11 SGDID:S000003719, Chr X from 84066-85334, Verified ORF, ""Subunit of a Golgi mannosyltransferase complex that also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p""",5.13E-44,9,4,2673586.555,2670163.452,2428020.589,1994233.32,2141284.558,2553766.191,5,2
"YBR166C TYR1 SGDID:S000000370, Chr II from 571195-569837, reverse complement, Verified ORF, ""Prephenate dehydrogenase involved in tyrosine biosynthesis, expression is dependent on phenylalanine levels""",5.16E-44,7,3,688470.8631,577259.7092,511336.4331,597338.8905,670130.1388,396400.4144,2,1
"YKL040C NFU1 SGDID:S000001523, Chr XI from 361471-360701, reverse complement, Verified ORF, ""Protein involved in iron metabolism in mitochondria; similar to NifU, which is a protein required for the maturation of the Fe/S clusters of nitrogenase in nitrogen-fixing bacteria""",5.21E-44,11,3,6217738.525,6546564.528,7196766.764,6849884.293,6379897.922,6721364.336,5,3
"YGL067W NPY1 SGDID:S000003035, Chr VII from 376104-377258, Verified ORF, ""NADH diphosphatase (pyrophosphatase), hydrolyzes the pyrophosphate linkage in NADH and related nucleotides; localizes to peroxisomes""",5.69E-44,5,3,,,,,,,0,0
"YHR005C GPA1 SGDID:S000001047, Chr VIII from 114912-113494, reverse complement, Verified ORF, ""GTP-binding alpha subunit of the heterotrimeric G protein that couples to pheromone receptors; negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response; activates Vps34p at the endosome""",1.09E-43,5,4,,,,,,,0,0
"YLR212C TUB4 SGDID:S000004202, Chr XII from 566283-564862, reverse complement, Verified ORF, ""Gamma-tubulin, involved in nucleating microtubules from both the cytoplasmic and nuclear faces of the spindle pole body""",1.15E-43,4,3,2482983.304,2811974.774,2614470.419,2659981.668,2514420.481,2599849.975,1,1
"YJR017C ESS1 SGDID:S000003778, Chr X from 467025-466513, reverse complement, Verified ORF, ""Peptidylprolyl-cis/trans-isomerase (PPIase) specific for phosphorylated serine and threonine residues N-terminal to proline; regulates phosphorylation of the RNA polymerase II large subunit (Rpo21p) C-terminal domain""",1.29E-43,9,4,52652.48736,87747.22095,84258.09495,112281.8114,121982.6817,127494.9721,2,2
"YER168C CCA1 SGDID:S000000970, Chr V from 522664-521024, reverse complement, Verified ORF, ""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus, cytosol, and mitochondrion are generated via the use of multiple transcriptional and translational start sites""",1.51E-43,9,3,465032.271,573445.7112,561758.6151,570962.6316,526400.752,633145.8487,3,2
"YJL159W HSP150 SGDID:S000003695, Chr X from 120445-121686, Verified ORF, ""O-mannosylated heat shock protein that is secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock, oxidative stress, and nitrogen limitation""",1.63E-43,24,4,4923144.878,4553708.704,5116319.39,5338652.649,5378945.026,4864101.435,2,1
"YER021W RPN3 SGDID:S000000823, Chr V from 196947-198518, Verified ORF, ""Essential, non-ATPase regulatory subunit of the 26S proteasome lid, similar to the p58 subunit of the human 26S proteasome; temperature-sensitive alleles cause metaphase arrest, suggesting a role for the proteasome in cell cycle control""",1.87E-43,8,4,1913791.757,1745947.581,2243626.452,2240896.079,1952978.813,2034073.684,2,2
"YGR184C UBR1 SGDID:S000003416, Chr VII from 865758-859906, reverse complement, Verified ORF, ""Ubiquitin-protein ligase (E3) that interacts with Rad6p/Ubc2p to ubiquitinate substrates of the N-end rule pathway; binds to the Rpn2p, Rpt1p, and Rpt6p proteins of the 19S particle of the 26S proteasome""",1.87E-43,6,4,2174402.29,2320668.185,2378936.848,2587786.302,2514211.2,2294519.585,1,1
"YCR077C PAT1 SGDID:S000000673, Chr III from 252625-250235, reverse complement, Verified ORF, ""Topoisomerase II-associated deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; functionally linked to Pab1p""",1.90E-43,7,5,727954.614,1036226.149,1075753.462,757893.4786,765593.0033,1010645.875,2,1
"YER176W ECM32 SGDID:S000000978, Chr V from 541685-545050, Verified ORF, ""DNA dependent ATPase/DNA helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors, localized to polysomes""",2.03E-43,7,4,10304834.5,11224879.89,11138848.82,11609377.9,10428828.5,13587362.46,5,2
"YBL011W SCT1 SGDID:S000000107, Chr II from 203541-205820, Verified ORF, ""Glycerol 3-phosphate/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase of the glycerolipid biosynthesis pathway, prefers 16-carbon fatty acids, similar to Gpt2p, gene is constitutively transcribed""",2.04E-43,4,3,,,,,,,0,0
"YLR061W RPL22A SGDID:S000004051, Chr XII from 263195-263206,263596-263949, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, has similarity to Rpl22Bp and to rat L22 ribosomal protein""",2.47E-43,34,3,20250696.29,7766961.668,9934170.893,13067736.8,18158960.11,7259761.406,26,2
"YMR196W YMR196W SGDID:S000004809, Chr XIII from 655075-658341, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR196W is not an essential gene""",3.32E-43,5,3,,,,,,,0,0
"YDL164C CDC9 SGDID:S000002323, Chr IV from 167255-164988, reverse complement, Verified ORF, ""DNA ligase found in the nucleus and mitochondria, an essential enzyme that joins Okazaki fragments during DNA replication; also acts in nucleotide excision repair, base excision repair, and recombination""",3.44E-43,7,4,2068074.69,1920134.789,2206993.532,2528986.479,2388053.117,2248231.482,1,1
"YKR085C MRPL20 SGDID:S000001793, Chr XI from 599323-598736, reverse complement, Verified ORF, ""Mitochondrial ribosomal protein of the large subunit""",3.68E-43,6,4,2210467.604,2040608.399,1952989.088,1870617.389,1798173.562,2150791.044,1,1
"YOR280C FSH3 SGDID:S000005806, Chr XV from 845791-844991, reverse complement, Verified ORF, ""Putative serine hydrolase; likely target of Cyc8p-Tup1p-Rfx1p transcriptional regulation; sequence is similar to S. cerevisiae Fsh1p and Fsh2p and the human candidate tumor suppressor OVCA2""",4.66E-43,7,3,-14548.64148,191217.1889,104473.3371,185845.5776,207566.2949,422.3109757,2,1
"YGL087C MMS2 SGDID:S000003055, Chr VII from 346907-346897,346811-346409, reverse complement, Verified ORF, ""Ubiquitin-conjugating enzyme variant involved in error-free postreplication repair; forms a heteromeric complex with Ubc13p, an active ubiquitin-conjugating enzyme; cooperates with chromatin-associated RING finger proteins, Rad18p and Rad5p""",4.70E-43,12,3,3350842.691,3222423.629,3545301.895,3603635.508,3887448.549,3451017.634,7,3
"YOR131C YOR131C SGDID:S000005657, Chr XV from 572839-572183, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; non-essential gene; overexpression causes a cell cycle delay or arrest""",7.05E-43,9,4,2962825.226,3497764.176,3267366.741,3516758.726,3478089.663,4232553.288,3,2
"YDR086C SSS1 SGDID:S000002493, Chr IV from 617168-616926, reverse complement, Verified ORF, ""Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p) that forms a channel for passage of secretory proteins through the endoplasmic reticulum membrane, and of the Ssh1p complex (Ssh1p-Sbh2p-Sss1p); interacts with Ost4p and Wbp1p""",7.93E-43,12,4,13993746.6,12884079.7,13516330.46,14321826.5,14260111.92,14227232.65,5,1
