Protein Description,Probability Score,PSMs,Unique Peptides,"TMT-130 Intensity 0 min","TMT-126 Intensity 30 min","TMT-127 Intensity 60 min","TMT-128 Intensity 90 min","TMT-129 Intensity 120 min","TMT-131 Intensity 240 min",Quantified PSMs,Quantified Unique Peptides
"YIL022W TIM44 SGDID:S000001284, Chr IX from 311163-312458, Verified ORF, ""Peripheral mitochondrial membrane protein involved in mitochondrial protein import, tethers essential chaperone Ssc1p to the translocon channel at the matrix side of the inner membrane""",5.25E-45,6,5,,,,,,,0,0
"YBR072W HSP26 SGDID:S000000276, Chr II from 382027-382671, Verified ORF, ""Small heat shock protein (sHSP) with chaperone activity; forms hollow, sphere-shaped oligomers that suppress unfolded proteins aggregation; oligomer activation requires a heat-induced conformational change; not expressed in unstressed cells""",5.74E-45,12,4,1565658.522,2406818.421,3119135.75,3529397.427,3765051.837,3783467.654,6,3
"YLR330W CHS5 SGDID:S000004322, Chr XII from 787664-789679, Verified ORF, ""Component of the exomer complex, which also contains Csh6p, Bch1p, Bch2p, and Bud7p and is involved in export of selected proteins, such as chitin synthase Chs3p, from the Golgi to the plasma membrane""",5.82E-45,8,3,111560.4031,118643.9093,99713.35646,136204.7561,110617.8966,149724.5901,1,1
"YGR038W ORM1 SGDID:S000003270, Chr VII from 560686-561354, Verified ORF, ""Evolutionarily conserved protein with similarity to Orm2p, required for resistance to agents that induce the unfolded protein response; human ortholog is located in the endoplasmic reticulum""",7.63E-45,8,4,3317402.301,2673327.738,3928591.593,3510210.959,3443775.25,3542090.777,4,2
"YBL041W PRE7 SGDID:S000000137, Chr II from 141250-141975, Verified ORF, ""Beta 6 subunit of the 20S proteasome""",9.64E-45,12,3,842497.3296,757789.0758,590573.4613,493173.2905,433440.827,408729.1111,3,1
"YDR354W TRP4 SGDID:S000002762, Chr IV from 1184741-1185883, Verified ORF, ""Anthranilate phosphoribosyl transferase of the tryptophan biosynthetic pathway, catalyzes the phosphoribosylation of anthranilate, subject to the general control system of amino acid biosynthesis""",1.03E-44,5,4,,,,,,,0,0
"YNL149C PGA2 SGDID:S000005093, Chr XIV from 349758-349369, reverse complement, Verified ORF, ""Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect""",1.26E-44,11,4,189190.7893,55663.1357,136205.7543,94758.35206,104096.9565,78822.47038,5,2
"YBR212W NGR1 SGDID:S000000416, Chr II from 647881-649899, Verified ORF, ""RNA binding protein that negatively regulates growth rate; interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overexpression impairs mitochondrial function; expressed in stationary phase""",1.51E-44,8,4,538073.9892,723780.2131,657535.7717,713966.8609,678574.7553,788774.264,1,1
"YDL215C GDH2 SGDID:S000002374, Chr IV from 73919-70641, reverse complement, Verified ORF, ""NAD(+)-dependent glutamate dehydrogenase, degrades glutamate to ammonia and alpha-ketoglutarate; expression sensitive to nitrogen catabolite repression and intracellular ammonia levels""",1.57E-44,5,4,3126203.32,3924245.577,4131497.604,3938678.299,4000115.43,4322900.817,4,3
"YJR048W CYC1 SGDID:S000003809, Chr X from 526327-526656, Verified ORF, ""Cytochrome c, isoform 1; electron carrier of the mitochondrial intermembrane space that transfers electrons from ubiquinone-cytochrome c oxidoreductase to cytochrome c oxidase during cellular respiration""",1.85E-44,24,3,6127440.793,5528945.004,4832409.598,4242371.383,4063929.097,5035033.286,10,3
"YLR301W YLR301W SGDID:S000004292, Chr XII from 730827-731561, Uncharacterized ORF, ""Protein of unknown function that interacts with Sec72p""",1.89E-44,4,4,,,,,,,0,0
"YLR309C IMH1 SGDID:S000004300, Chr XII from 751771-749036, reverse complement, Verified ORF, ""Protein involved in vesicular transport, mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi""",2.15E-44,4,4,1448292.83,1307844.47,1391290.087,1474171.059,1641404.763,1475302.396,2,2
"YNL108C YNL108C SGDID:S000005052, Chr XIV from 419828-419016, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function with similarity to Tfc7p and prokaryotic phosphotransfer enzymes; null mutant shows alterations in glucose metabolism; GFP-fusion protein localizes to the cytoplasm and nucleus""",2.65E-44,7,4,,,,,,,0,0
"YER042W MXR1 SGDID:S000000844, Chr V from 234936-235490, Verified ORF, ""Methionine-S-sulfoxide reductase, involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR2; involved in the regulation of lifespan""",3.20E-44,14,4,6577683.392,7528943.336,6862154.282,6760794.686,6289975.016,6580750.458,5,2
"YLR390W-A CCW14 SGDID:S000006429, Chr XII from 903724-904440, Verified ORF, ""Covalently linked cell wall glycoprotein, present in the inner layer of the cell wall""",7.09E-44,17,3,758679.8905,766088.2413,933182.2376,1033635.171,1354872.52,1256613.537,7,3
"YPL043W NOP4 SGDID:S000005964, Chr XVI from 469936-471993, Verified ORF, ""Nucleolar protein, essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; contains four RNA recognition motifs (RRMs)""",7.46E-44,7,4,0,0,0,0,0,0,1,1
"YKL013C ARC19 SGDID:S000001496, Chr XI from 417666-417151, reverse complement, Verified ORF, ""Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches""",8.51E-44,9,3,1627474.143,1676511.75,1708909.495,2154993.812,2046089.046,1977513.493,4,1
"YFL008W SMC1 SGDID:S000001886, Chr VI from 119424-123101, Verified ORF, ""Subunit of the multiprotein cohesin complex, essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure""",8.87E-44,4,4,712167.7159,807076.654,746571.678,785334.5725,805617.5021,785461.5354,2,2
"YDR408C ADE8 SGDID:S000002816, Chr IV from 1288852-1288208, reverse complement, Verified ORF, ""Phosphoribosyl-glycinamide transformylase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",1.13E-43,7,3,4094154.183,4619068.909,4898244.241,4466704.429,4633310.431,4603497.953,4,2
"YDL053C PBP4 SGDID:S000002211, Chr IV from 362256-361699, reverse complement, Verified ORF, ""Pbp1p binding protein, interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay""",1.18E-43,6,3,3682193.987,4086540.674,4035184.592,3528265.876,3520398.519,3822320.04,2,2
"YBR101C FES1 SGDID:S000000305, Chr II from 444687-443815, reverse complement, Verified ORF, ""Hsp70 (Ssa1p) nucleotide exchange factor, cytosolic homolog of Sil1p, which is the nucleotide exchange factor for BiP (Kar2p) in the endoplasmic reticulum""",1.88E-43,7,4,882209.69,1023519.388,1195456.973,973712.1657,1119120.989,1001144.565,4,2
"YDL065C PEX19 SGDID:S000002223, Chr IV from 337277-336249, reverse complement, Verified ORF, ""Chaperone and import receptor for newly-synthesized class I peroxisomal membrane proteins (PMPs), binds PMPs in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane""",1.92E-43,14,4,4380973.958,6135449.409,6293414.148,5428616.093,5217061.04,6005596.605,5,1
"YPL210C SRP72 SGDID:S000006131, Chr XVI from 156211-154289, reverse complement, Verified ORF, ""Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane""",2.67E-43,4,4,4171688.187,4206604.197,4290369.953,4421039.702,4402695.375,4450560.803,3,3
"YDR303C RSC3 SGDID:S000002711, Chr IV from 1071383-1068726, reverse complement, Verified ORF, ""Component of the RSC chromatin remodeling complex; essential gene required for maintenance of proper ploidy and regulation of ribosomal protein genes and the cell wall/stress response; highly similar to Rsc30p""",2.70E-43,4,3,856591.3543,819718.1821,785531.9524,674170.701,682684.5964,758732.3799,1,1
"YBL004W UTP20 SGDID:S000000100, Chr II from 227639-235120, Verified ORF, ""Component of the small-subunit (SSU) processome, which is involved in the biogenesis of the 18S rRNA""",2.77E-43,5,3,291605.5667,209859.0387,229987.8504,260076.9634,203512.9123,246350.7666,1,1
"YFR030W MET10 SGDID:S000001926, Chr VI from 213300-216407, Verified ORF, ""Subunit alpha of assimilatory sulfite reductase, which converts sulfite into sulfide""",5.03E-43,8,4,430563.1474,393555.7158,409637.8661,521134.7315,474316.2736,406990.2425,1,1
"YPL199C YPL199C SGDID:S000006120, Chr XVI from 172754-172032, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function, predicted to be palmitoylated""",5.54E-43,6,3,652633.0009,676680.6093,666638.7023,637070.2071,654264.5064,758515.2407,3,2
"YGL130W CEG1 SGDID:S000003098, Chr VII from 266150-267529, Verified ORF, ""Alpha (guanylyltransferase) subunit of the mRNA capping enzyme, a heterodimer (the other subunit is CET1, an RNA 5'-triphophatase) involved in adding the 5' cap to mRNA; the mammalian enzyme is a single bifunctional polypeptide""",6.66E-43,7,4,1546754.477,1768012.183,2004039.535,1812331.678,1975614.401,1782403.064,2,1
"YMR152W YIM1 SGDID:S000004760, Chr XIII from 563095-564192, Verified ORF, ""Protein of unknown function; null mutant displays sensitivity to DNA damaging agents; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",6.82E-43,5,3,169566.4613,214112.2266,241302.0265,254138.9689,217039.6869,240495.9148,1,1
"YLR214W FRE1 SGDID:S000004204, Chr XII from 568569-570629, Verified ORF, ""Ferric reductase and cupric reductase, reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels""",1.14E-42,5,3,,,,,,,0,0
"YOR164C GET4 SGDID:S000005690, Chr XV from 644333-643395, reverse complement, Verified ORF, ""Protein of unknown function, highly conserved across species and homologous to human gene C7orf20; interacts with Mdy2p""",1.26E-42,5,4,,,,,,,0,0
"YLR256W-A YLR256W-A SGDID:S000007377, Chr XII from 651119-652441, transposable_element_gene, ""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag""",1.50E-42,273,18,17255648.98,14400490.78,15567733.24,14565863.97,13055920.31,13503071.97,20,3
"YGR132C PHB1 SGDID:S000003364, Chr VII from 756457-755594, reverse complement, Verified ORF, ""Subunit of the prohibitin complex (Phb1p-Phb2p), a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation""",1.50E-42,8,3,4072498.748,3770200.513,4161964.961,4189825.29,4306143.903,4564112.345,4,3
"YGR292W MAL12 SGDID:S000003524, Chr VII from 1076606-1078360, Verified ORF, ""Maltase (alpha-D-glucosidase), inducible protein involved in maltose catabolism; encoded in the MAL1 complex locus""",1.55E-42,6,4,1596052.051,2554138.563,2629391.79,2123770.204,1958877.192,2526384.957,4,2
"YOL051W GAL11 SGDID:S000005411, Chr XV from 234939-238184, Verified ORF, ""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors""",1.66E-42,5,4,437692.3913,182736.9953,329849.71,66042.1279,170474.184,200931.9941,1,1
"YIL108W YIL108W SGDID:S000001370, Chr IX from 160884-162974, Uncharacterized ORF, ""Putative metalloprotease""",1.67E-42,4,3,246710.1192,185458.3209,276429.2207,226381.159,208987.7119,272711.39,2,2
"YJL159W HSP150 SGDID:S000003695, Chr X from 120445-121686, Verified ORF, ""O-mannosylated heat shock protein that is secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock, oxidative stress, and nitrogen limitation""",1.94E-42,18,4,12186726.45,12813879.86,13239509.13,14414061.58,14613428.79,14411426.66,9,3
"YLR134W PDC5 SGDID:S000004124, Chr XII from 410724-412415, Verified ORF, ""Minor isoform of pyruvate decarboxylase, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde, regulation is glucose- and ethanol-dependent, repressed by thiamine, involved in amino acid catabolism""",2.64E-42,228,10,1500287.078,2017434.217,1966745.746,2013722.341,1861407.286,2029186.153,3,1
"YDR390C UBA2 SGDID:S000002798, Chr IV from 1256840-1254930, reverse complement, Verified ORF, ""Nuclear protein that acts as a heterodimer with Aos1p to activate Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability""",2.84E-42,7,3,299612.6301,358535.7293,411406.0339,376752.2375,474967.3858,381196.0619,3,2
"YGR189C CRH1 SGDID:S000003421, Chr VII from 878197-876674, reverse complement, Verified ORF, ""Putative chitin transglycosidase, cell wall protein that functions in the transfer of chitin to beta(1-6)glucan; localizes to sites of polarized growth; expression is induced under cell wall stress conditions""",3.89E-42,13,4,2706063.324,2959450.274,3219165.276,3540606.009,3792186.977,3616887.973,3,2
"YKL129C MYO3 SGDID:S000001612, Chr XI from 200163-196348, reverse complement, Verified ORF, ""One of two type I myosins; localizes to actin cortical patches; deletion of MYO3 has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization""",4.79E-42,9,5,,,,,,,0,0
"YGR005C TFG2 SGDID:S000003237, Chr VII from 505863-504661, reverse complement, Verified ORF, ""TFIIF (Transcription Factor II) middle subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP30""",7.03E-42,7,4,,,,,,,0,0
"YLR291C GCD7 SGDID:S000004282, Chr XII from 719464-718319, reverse complement, Verified ORF, ""Beta subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression""",7.17E-42,4,3,,,,,,,0,0
"YKL082C RRP14 SGDID:S000001565, Chr XI from 281973-280669, reverse complement, Verified ORF, ""Essential protein, constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family""",7.69E-42,6,4,1003365.801,1410388.642,1636337.503,1411918.907,1284143.893,1728282.941,2,2
"YDR083W RRP8 SGDID:S000002490, Chr IV from 612071-613249, Verified ORF, ""Nucleolar protein involved in rRNA processing, pre-rRNA cleavage at site A2; also involved in telomere maintenance; mutation is synthetically lethal with a gar1 mutation""",7.89E-42,6,4,340182.8399,269919.696,286518.7683,220399.097,194787.942,263626.1054,1,1
"YDR457W TOM1 SGDID:S000002865, Chr IV from 1369783-1379589, Verified ORF, ""E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators""",7.91E-42,8,4,157598.4444,224432.611,144076.9368,192332.8611,167574.3986,157628.9299,2,2
"YOR347C PYK2 SGDID:S000005874, Chr XV from 986459-984939, reverse complement, Verified ORF, ""Pyruvate kinase that appears to be modulated by phosphorylation; PYK2 transcription is repressed by glucose, and Pyk2p may be active under low glycolytic flux""",8.80E-42,42,5,818798.0307,807529.9649,836014.7748,1037267.398,1122892.982,905557.7585,2,2
"YNL031C HHT2 SGDID:S000004976, Chr XIV from 576051-575641, reverse complement, Verified ORF, ""Histone H3, core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT1); regulated by acetylation, methylation, and phosphorylation""",8.86E-42,17,3,17630179.18,19275689.51,20305913.18,19028409.07,19667867.66,19044553.32,14,3
"YAR002W NUP60 SGDID:S000000063, Chr I from 152259-153878, Verified ORF, ""Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP; potential Cdc28p substrate; involved in telomere maintenance""",1.03E-41,3,3,,,,,,,0,0
"YLR357W RSC2 SGDID:S000004349, Chr XII from 841330-843999, Verified ORF, ""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance""",1.51E-41,5,4,,,,,,,0,0
"YNL259C ATX1 SGDID:S000005203, Chr XIV from 157866-157645, reverse complement, Verified ORF, ""Cytosolic copper metallochaperone that transports copper to the secretory vesicle copper transporter Ccc2p for eventual insertion into Fet3p, which is a multicopper oxidase required for high-affinity iron uptake""",1.53E-41,8,3,1214079.664,1202619.839,1348695.269,1319534.655,1364577.101,1359302.508,2,2
"YNL059C ARP5 SGDID:S000005004, Chr XIV from 514936-512669, reverse complement, Verified ORF, ""Nuclear actin-related protein involved in chromatin remodeling, component of chromatin-remodeling enzyme complexes""",1.66E-41,6,4,,,,,,,0,0
"YJR014W TMA22 SGDID:S000003775, Chr X from 461821-462417, Verified ORF, ""Protein of unknown function; associates with ribosomes and has a putative RNA binding domain; interacts with Tma20p; similar to human GRAP and human DRP1, which interacts with human Tma20p homolog MCT-1""",2.43E-41,4,3,3555434.587,3766179.233,3798324.639,3480195.289,3728052.637,3538658.016,2,2
"YHL030W ECM29 SGDID:S000001022, Chr VIII from 40082-45688, Verified ORF, ""Major component of the proteasome; tethers the proteasome core particle to the regulatory particle, and enhances the stability of the proteasome""",3.11E-41,5,4,526061.0397,473288.7445,602315.9897,580457.9602,558658.0079,632256.1841,1,1
"YDR033W MRH1 SGDID:S000002440, Chr IV from 508145-509107, Verified ORF, ""Protein that localizes primarily to the plasma membrane, also found at the nuclear envelope; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; has similarity to Hsp30p and Yro2p""",3.24E-41,11,3,10746865.26,10141883.33,10043301.83,11168876.81,12283372.76,16096264.72,8,2
"YOR145C PNO1 SGDID:S000005671, Chr XV from 606172-605348, reverse complement, Verified ORF, ""Essential nucleolar protein required for pre-18S rRNA processing, interacts with Dim1p, an 18S rRNA dimethyltransferase, and also with Nob1p, which is involved in proteasome biogenesis; contains a KH domain""",3.57E-41,10,3,2390409.11,2147713.682,1899845.525,1982112.255,1899604.519,2151403.637,5,2
"YGR266W YGR266W SGDID:S000003498, Chr VII from 1022662-1024767, Verified ORF, ""Protein of unknown function, predicted to contain a single transmembrane domain; localized to both the mitochondrial outer membrane and the plasma membrane""",4.00E-41,5,4,673226.5567,975078.8136,1096694.744,935023.071,1047383.972,1047882.687,1,1
"YLR206W ENT2 SGDID:S000004196, Chr XII from 554580-556421, Verified ORF, ""Epsin-like protein required for endocytosis and actin patch assembly and functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus""",7.39E-41,8,3,2770505.151,2933497.658,3506009.842,3489387.341,3595433.171,3673840.259,2,1
"YGR231C PHB2 SGDID:S000003463, Chr VII from 953483-952551, reverse complement, Verified ORF, ""Subunit of the prohibitin complex (Phb1p-Phb2p), a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation""",9.44E-41,5,3,,,,,,,0,0
"YNL212W VID27 SGDID:S000005156, Chr XIV from 247462-249810, Verified ORF, ""Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth""",9.63E-41,5,3,5141046.209,5758331.972,5668811.092,5506196.534,5302828.411,5588970.498,2,1
"YGR253C PUP2 SGDID:S000003485, Chr VII from 999145-998363, reverse complement, Verified ORF, ""Alpha 5 subunit of the 20S proteasome involved in ubiquitin-dependent catabolism; human homolog is subunit zeta""",1.09E-40,5,3,1793838.792,1435283.94,1755123.37,1833054.147,1638719.67,1640621.553,1,1
"YFR002W NIC96 SGDID:S000001898, Chr VI from 150011-152530, Verified ORF, ""Component of the nuclear pore complex, required for nuclear pore formation; forms a subcomplex with Nsp1p, Nup57p, and Nup49p""",1.19E-40,9,4,,,,,,,0,0
"YDR328C SKP1 SGDID:S000002736, Chr IV from 1126014-1125430, reverse complement, Verified ORF, ""Evolutionarily conserved kinetochore protein that is part of multiple protein complexes, including the SCF ubiquitin ligase complex, the CBF3 complex that binds centromeric DNA, and the RAVE complex that regulates assembly of the V-ATPase""",1.60E-40,14,3,2359057.747,2450695.893,2257495.836,2446467.539,2269640.876,2578740.154,8,2
"YBR160W CDC28 SGDID:S000000364, Chr II from 560072-560968, Verified ORF, ""Catalytic subunit of the main cell cycle cyclin-dependent kinase (CDK); alternately associates with G1 cyclins (CLNs) and G2/M cyclins (CLBs) which direct the CDK to specific substrates""",1.87E-40,7,4,1328415.603,1418674.622,1383747.58,1516042.053,1408815.171,1341481.472,3,2
"YDR117C TMA64 SGDID:S000002524, Chr IV from 685641-683944, reverse complement, Verified ORF, ""Protein of unknown function that associates with ribosomes; has a putative RNA binding domain""",2.33E-40,7,4,2641869.502,4160338.721,3770091.832,3510249.558,3597249.802,3929482.319,2,1
"YEL055C POL5 SGDID:S000000781, Chr V from 51539-48471, reverse complement, Verified ORF, ""DNA Polymerase phi; has sequence similarity to the human MybBP1A and weak sequence similarity to B-type DNA polymerases, not required for chromosomal DNA replication; required for the synthesis of rRNA""",2.60E-40,6,4,,,,,,,0,0
"YPL263C KEL3 SGDID:S000006184, Chr XVI from 46506-44551, reverse complement, Verified ORF, ""Cytoplasmic protein of unknown function""",3.18E-40,5,4,2505177.27,2829254.902,2540206.488,2711968.723,2810408.087,2885512.907,3,3
"YMR178W YMR178W SGDID:S000004790, Chr XIII from 618478-619302, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS; YMR178W is not an essential gene""",3.25E-40,4,3,,,,,,,0,0
"YKL128C PMU1 SGDID:S000001611, Chr XI from 201415-200528, reverse complement, Verified ORF, ""Putative phosphomutase, contains a region homologous to the active site of phosphomutases; overexpression suppresses the histidine auxotrophy of an ade3 ade16 ade17 triple mutant and the temperature sensitivity of a tps2 mutant""",4.37E-40,4,3,1047104.178,1090487.439,983426.2711,999789.5406,878985.2002,1048606.59,1,1
"YKL143W LTV1 SGDID:S000001626, Chr XI from 176786-178177, Verified ORF, ""Component of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; required for ribosomal small subunit export from nucleus; required for growth at low temperature""",5.19E-40,4,4,4414478.642,4601694.241,4782956.375,4744252.944,4888201.16,4765274.511,3,3
"YGR207C YGR207C SGDID:S000003439, Chr VII from 911633-910848, reverse complement, Verified ORF, ""Protein that interacts with frataxin (Yfh1p); putative homolog of mammalian electron transfer flavoprotein complex subunit ETF-beta; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",5.28E-40,4,3,,,,,,,0,0
"YNL002C RLP7 SGDID:S000004947, Chr XIV from 627144-626176, reverse complement, Verified ORF, ""Nucleolar protein with similarity to large ribosomal subunit L7 proteins; constituent of 66S pre-ribosomal particles; plays an essential role in processing of precursors to the large ribosomal subunit RNAs""",5.59E-40,3,3,,,,,,,0,0
"YBL032W HEK2 SGDID:S000000128, Chr II from 160187-161332, Verified ORF, ""RNA binding protein involved in the asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K""",8.21E-40,12,4,6294299.58,6445673.584,6604216.311,6710181.936,6628213.882,6815595.526,6,3
"YLR025W SNF7 SGDID:S000004015, Chr XII from 194453-195175, Verified ORF, ""One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes""",8.80E-40,5,4,2824043.549,3113141.236,3485913.039,3526617.024,3758055.35,3476262.014,3,2
"YPL086C ELP3 SGDID:S000006007, Chr XVI from 386443-384770, reverse complement, Verified ORF, ""Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin""",9.12E-40,7,4,1284477.183,1221591.106,1383323.156,1399727.777,1470453.514,1360500.563,1,1
"YIL020C HIS6 SGDID:S000001282, Chr IX from 314818-314033, reverse complement, Verified ORF, ""Phosphoribosyl-5-amino-1-phosphoribosyl-4-imidazolecarboxiamide isomerase, catalyzes the fourth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts""",2.30E-39,3,3,147197.7385,131463.0367,126723.5193,137648.2735,131124.1774,142883.8569,1,1
"YJL145W SFH5 SGDID:S000003681, Chr X from 145156-146040, Verified ORF, ""Putative phosphatidylinositol transfer protein (PITP), exhibits phosphatidylinositol- but not phosphatidylcholine-transfer activity, localized to cytosol and microsomes, similar to Sec14p; may be PITP regulator rather than actual PITP""",2.88E-39,9,3,1849413.462,2722869.36,2425670.195,2430911.487,2513563.709,2469732.102,7,3
"YMR145C NDE1 SGDID:S000004753, Chr XIII from 556474-554792, reverse complement, Verified ORF, ""Mitochondrial external NADH dehydrogenase, a type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain""",2.91E-39,3,3,,,,,,,0,0
"YOR124C UBP2 SGDID:S000005650, Chr XV from 558643-554825, reverse complement, Verified ORF, ""Ubiquitin-specific protease that removes ubiquitin from ubiquitinated proteins; interacts with Rsp5p and is required for MVB sorting of membrane proteins; can cleave polyubiquitin and has isopeptidase activity""",3.16E-39,3,3,,,,,,,0,0
"YMR091C NPL6 SGDID:S000004697, Chr XIII from 451364-450057, reverse complement, Verified ORF, ""Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Ldb7p, and Htl1p to form a module important for a broad range of RSC functions; involved in nuclear protein import and maintenance of proper telomere length""",3.50E-39,9,3,393484.3477,367395.4934,322651.7756,391544.679,319003.0651,365172.8005,4,2
"YML124C TUB3 SGDID:S000004593, Chr XIII from 23684-23660,23361-22049, reverse complement, Verified ORF, ""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; expressed at lower level than Tub1p""",3.93E-39,21,5,197355.8123,246720.5877,95838.93269,134372.3256,-15343.28021,199802.2638,9,1
"YDR458C HEH2 SGDID:S000002866, Chr IV from 1382039-1380048, reverse complement, Verified ORF, ""Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif, nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle""",4.65E-39,5,3,,,,,,,0,0
"YKL094W YJU3 SGDID:S000001577, Chr XI from 262993-263934, Verified ORF, ""Serine hydrolase with sequence similarity to monoglyceride lipase (MGL), localizes to lipid particles""",5.13E-39,6,3,1365280.988,1343765.039,1585069.995,1576410.973,1618316.661,1804641.146,2,1
"YPR156C TPO3 SGDID:S000006360, Chr XVI from 839773-837905, reverse complement, Verified ORF, ""Polyamine transport protein specific for spermine; localizes to the plasma membrane; member of the major facilitator superfamily""",5.29E-39,5,3,,,,,,,0,0
"YAL021C CCR4 SGDID:S000000019, Chr I from 113360-110847, reverse complement, Verified ORF, ""Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening""",9.23E-39,3,3,,,,,,,0,0
"YFL041W FET5 SGDID:S000001853, Chr VI from 49139-51007, Verified ORF, ""Multicopper oxidase, integral membrane protein with similarity to Fet3p; may have a role in iron transport""",1.16E-38,5,3,,,,,,,0,0
"YKL117W SBA1 SGDID:S000001600, Chr XI from 219968-220618, Verified ORF, ""Co-chaperone that binds to and regulates Hsp90 family chaperones; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins and like p23 can regulate telomerase activity""",1.29E-38,12,3,4549312.581,4709159.077,4829603.264,4789966.836,4513198.887,4604631.783,3,2
