Protein Description,Probability Score,PSMs,Unique Peptides,"TMT-130 Intensity 0 min","TMT-126 Intensity 30 min","TMT-127 Intensity 60 min","TMT-128 Intensity 90 min","TMT-129 Intensity 120 min","TMT-131 Intensity 240 min",Quantified PSMs,Quantified Unique Peptides
"YBR273C UBX7 SGDID:S000000477, Chr II from 749366-748056, reverse complement, Verified ORF, ""UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p""",7.81E-65,16,5,1325421.283,1193013.713,959190.6724,1273427.664,1282411.942,1122731.569,6,3
"YIL091C YIL091C SGDID:S000001353, Chr IX from 193192-191027, reverse complement, Uncharacterized ORF, ""Nucleolar protein of unknown function; proposed to function as an RNA helicase based on structure prediction and remote homology searches; essential for viability""",9.45E-65,15,5,1529141.116,1510840.151,1326736.314,1455179.415,1389722.282,1594933.84,9,3
"YNL021W HDA1 SGDID:S000004966, Chr XIV from 593228-595348, Verified ORF, ""Putative catalytic subunit of a class II histone deacetylase complex that also contains Hda2p and Hda3p; Hda1p interacts with the Hda2p-Hda3p subcomplex to form an active tetramer; deletion increases histone H2B, H3 and H4 acetylation""",1.45E-64,9,4,368256.2625,370551.1545,316414.3176,351667.1256,460623.5168,351288.6842,1,1
"YBR234C ARC40 SGDID:S000000438, Chr II from 686587-685433, reverse complement, Verified ORF, ""Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches""",1.54E-64,24,4,938846.5526,1124107.214,1188517.109,1039189.014,1017935.951,1044572.839,11,2
"YMR178W YMR178W SGDID:S000004790, Chr XIII from 618478-619302, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS; YMR178W is not an essential gene""",1.99E-64,17,4,6321090.735,5740130.302,6881364.566,6913140.675,7183386.592,6915122.764,4,1
"YDR345C HXT3 SGDID:S000002753, Chr IV from 1164655-1162952, reverse complement, Verified ORF, ""Low affinity glucose transporter of the major facilitator superfamily, expression is induced in low or high glucose conditions""",2.04E-64,50,4,10346270.92,8974234.947,9118744.535,9996048.962,9332031.336,9349808.552,22,4
"YHR121W LSM12 SGDID:S000001163, Chr VIII from 352759-353322, Verified ORF, ""Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS""",2.24E-64,9,5,2868277.389,2683466.242,2773308.759,3133351.27,3447299.165,3339251.928,3,3
"YLR413W YLR413W SGDID:S000004405, Chr XII from 951153-953180, Uncharacterized ORF, ""Putative protein of unknown function; YLR413W is not an essential gene""",3.92E-64,32,5,8527971.649,8072853.949,6865429.917,7219468.552,6953446.975,7302247.717,11,4
"YIR026C YVH1 SGDID:S000001465, Chr IX from 405964-404870, reverse complement, Verified ORF, ""Protein phosphatase involved in vegetative growth at low temperatures, sporulation, and glycogen accumulation; transcription induced by low temperature and nitrogen starvation; member of the dual-specificity family of protein phosphatases""",6.15E-64,16,5,747229.5297,759052.2478,537100.9083,622312.2751,557658.2458,496436.6036,3,1
"YPR129W SCD6 SGDID:S000006333, Chr XVI from 792683-793732, Verified ORF, ""Protein containing an Lsm domain, may bind RNA and have a role in RNA processing; overproduction suppresses a null mutation in CHC1, which encodes the heavy chain of clathrin""",7.05E-64,16,4,5120866.545,5283534.124,5682850.336,5807694.714,5530242.233,5468565.858,9,3
"YOR048C RAT1 SGDID:S000005574, Chr XV from 421651-418631, reverse complement, Verified ORF, ""Nuclear 5' to 3' single-stranded RNA exonuclease, involved in RNA metabolism, including rRNA and snRNA processing as well as mRNA transcription termination""",7.27E-64,10,6,2176482.821,2232898.122,2073977.911,1823311.068,1854723.023,1734667.51,2,2
"YKL120W OAC1 SGDID:S000001603, Chr XI from 216988-217962, Verified ORF, ""Mitochondrial inner membrane transporter, transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family""",9.05E-64,15,5,12785690.9,10550697.98,11282304.62,10370985.66,9817659.375,8844430.88,6,2
"YPR172W YPR172W SGDID:S000006376, Chr XVI from 885792-886394, Uncharacterized ORF, ""Protein of unknown function, transcriptionally activated by Yrm1p along with genes involved in multidrug resistance""",1.11E-63,16,4,1688291.251,1887589.422,1622992.225,1846582.364,1944106.832,1791544.435,3,2
"YGL125W MET13 SGDID:S000003093, Chr VII from 272526-274328, Verified ORF, ""Major isozyme of methylenetetrahydrofolate reductase, catalyzes the reduction of 5,10-methylenetetrahydrofolate to 5-methyltetrahydrofolate in the methionine biosynthesis pathway""",1.55E-63,13,6,603845.6763,573163.3326,583950.5664,694557.1168,653541.9935,676759.4698,1,1
"YJL140W RPB4 SGDID:S000003676, Chr X from 150957-151622, Verified ORF, ""RNA polymerase II subunit B32; forms two subunit dissociable complex with Rpb7p; involved recruitment of 3'-end processing factors to transcribing RNA polymerase II complex and in export of mRNA to cytoplasm under stress conditions""",2.64E-63,11,5,,,,,,,0,0
"YOR056C NOB1 SGDID:S000005582, Chr XV from 431628-430249, reverse complement, Verified ORF, ""Essential nuclear protein involved in proteasome maturation and synthesis of 40S ribosomal subunits; required for cleavage of the 20S pre-rRNA to generate the mature 18S rRNA""",3.48E-63,11,4,8368909.976,8263711.312,8315631.512,7420026.413,7336067.616,7314546.061,6,3
"YEL038W UTR4 SGDID:S000000764, Chr V from 80462-81145, Verified ORF, ""Protein with sequence similarity to 2,3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatases, involved in methionine salvage; found in both the cytoplasm and nucleus""",4.31E-63,20,5,4709583.258,5232761.455,5043138.787,5201716.944,5187287.21,5383102.237,5,3
"YIL035C CKA1 SGDID:S000001297, Chr IX from 288907-287789, reverse complement, Verified ORF, ""Alpha catalytic subunit of casein kinase 2, a Ser/Thr protein kinase with roles in cell growth and proliferation; the holoenzyme also contains CKA2, CKB1 and CKB2, the many substrates include transcription factors and all RNA polymerases""",4.53E-63,21,6,9030444.172,10345399.55,9942531.964,9272223.173,9407606.254,8732388.142,6,4
"YDR117C TMA64 SGDID:S000002524, Chr IV from 685641-683944, reverse complement, Verified ORF, ""Protein of unknown function that associates with ribosomes; has a putative RNA binding domain""",4.86E-63,22,5,14142321.49,18412970.4,16446730.86,13862103.07,14027479.43,12729052.86,9,2
"YKL068W NUP100 SGDID:S000001551, Chr XI from 309843-312722, Verified ORF, ""Subunit of the nuclear pore complex (NPC) that is localized to both sides of the pore; contains a repetitive GLFG motif that interacts with mRNA export factor Mex67p and with karyopherin Kap95p; homologous to Nup116p""",5.43E-63,9,5,,,,,,,0,0
"YDR182W CDC1 SGDID:S000002590, Chr IV from 827580-829055, Verified ORF, ""Putative lipid phosphatase of the endoplasmic reticulum; shows Mn2+ dependence and may affect Ca2+ signaling; mutants display actin and general growth defects and pleiotropic defects in cell cycle progression and organelle distribution""",5.72E-63,9,5,1303620.145,1331045.521,1261145.015,1259860.26,1155167.848,1323785.5,4,2
"YOR197W MCA1 SGDID:S000005723, Chr XV from 717087-718385, Verified ORF, ""Putative cysteine protease similar to mammalian caspases; involved in regulation of apoptosis upon hydrogen peroxide treatment; proposed to be involved in cell cycle progression""",6.98E-63,18,4,22346707.57,23605987.28,24590614.96,25312920.52,25403570.07,24444434.9,10,3
"YBR256C RIB5 SGDID:S000000460, Chr II from 728097-727381, reverse complement, Verified ORF, ""Riboflavin synthase; catalyzes the last step of the riboflavin biosynthesis pathway""",7.01E-63,14,4,2293412.777,2663453.115,2590770.767,2769420.684,2941104.869,3395080.479,3,2
"YHR030C SLT2 SGDID:S000001072, Chr VIII from 170337-168883, reverse complement, Verified ORF, ""Serine/threonine MAP kinase involved in regulating the maintenance of cell wall integrity and progression through the cell cycle; regulated by the PKC1-mediated signaling pathway""",9.35E-63,6,6,323887.7209,414817.9794,404800.1272,473961.859,446784.1988,445794.6251,1,1
"YHL007C STE20 SGDID:S000000999, Chr VIII from 97933-95114, reverse complement, Verified ORF, ""Cdc42p-activated signal transducing kinase of the PAK (p21-activated kinase) family, involved in pheromone response, pseudohyphal/invasive growth, and vacuole inheritance; GBB motif (found in noncatalytic domains of PAKs) binds Ste4p""",9.67E-63,6,5,632008.8707,627179.1337,542973.0678,620261.3135,514730.9878,445018.5835,1,1
"YDR507C GIN4 SGDID:S000002915, Chr IV from 1465779-1462351, reverse complement, Verified ORF, ""Protein kinase involved in bud growth and assembly of the septin ring, proposed to have kinase-dependent and kinase-independent activities; undergoes autophosphorylation; similar to Kcc4p and Hsl1p""",1.09E-62,9,5,180619.191,53046.24262,258122.6304,196275.7365,214757.5195,169238.1994,2,1
"YML124C TUB3 SGDID:S000004593, Chr XIII from 23684-23660,23361-22049, reverse complement, Verified ORF, ""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; expressed at lower level than Tub1p""",1.21E-62,55,8,6811221.504,6305197.054,6834645.321,7342956.881,7798493.934,6875421.896,19,5
"YER168C CCA1 SGDID:S000000970, Chr V from 522664-521024, reverse complement, Verified ORF, ""ATP (CTP):tRNA-specific tRNA nucleotidyltransferase; different forms targeted to the nucleus, cytosol, and mitochondrion are generated via the use of multiple transcriptional and translational start sites""",1.23E-62,13,6,599998.4911,548380.6088,579546.4392,738459.1604,569433.4137,612358.7872,4,3
"YKL148C SDH1 SGDID:S000001631, Chr XI from 171134-169212, reverse complement, Verified ORF, ""Flavoprotein subunit of succinate dehydrogenase (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succinate to the transfer of electrons to ubiquinone""",1.29E-62,12,5,506324.6866,751101.9812,714643.3527,760370.3629,601393.6936,457269.4231,2,2
"YLR061W RPL22A SGDID:S000004051, Chr XII from 263195-263206,263596-263949, Verified ORF, ""Protein component of the large (60S) ribosomal subunit, has similarity to Rpl22Bp and to rat L22 ribosomal protein""",1.99E-62,291,4,62559063.87,57065445.9,58356169.36,58949445.36,60365752.63,62454976.43,106,5
"YKR074W AIM29 SGDID:S000001782, Chr XI from 578851-579318, Verified ORF, ""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YKR074W is not an essential gene; null mutant displays elevated frequency of mitochondrial genome loss""",6.14E-62,12,5,3882226.399,4061137.014,4068754.076,4010071.566,3968835.438,3860651.13,3,2
"YDL061C RPS29B SGDID:S000002219, Chr IV from 340798-340628, reverse complement, Verified ORF, ""Protein component of the small (40S) ribosomal subunit; nearly identical to Rps29Ap and has similarity to rat S29 and E. coli S14 ribosomal proteins""",7.50E-62,71,5,36352934.82,35880470.68,34308238.76,34432172.94,34887046.75,34209278.91,26,4
"YLR390W-A CCW14 SGDID:S000006429, Chr XII from 903724-904440, Verified ORF, ""Covalently linked cell wall glycoprotein, present in the inner layer of the cell wall""",7.58E-62,25,4,6449314.764,5987209.106,7702840.632,7736855.402,8440566.344,8596344.22,16,4
"YLR096W KIN2 SGDID:S000004086, Chr XII from 332591-336034, Verified ORF, ""Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; closely related to Kin1p""",8.36E-62,11,5,,,,,,,0,0
"YER012W PRE1 SGDID:S000000814, Chr V from 177834-178430, Verified ORF, ""Beta 4 subunit of the 20S proteasome; localizes to the nucleus throughout the cell cycle""",9.73E-62,22,5,3562585.375,3399265.764,3753963.986,3244638.962,3499791.344,3219816.559,3,2
"YKL094W YJU3 SGDID:S000001577, Chr XI from 262993-263934, Verified ORF, ""Serine hydrolase with sequence similarity to monoglyceride lipase (MGL), localizes to lipid particles""",2.08E-61,28,4,9902308.353,10876183.36,11008350.2,11792750.12,11560270.14,12219128.18,15,5
"YPL049C DIG1 SGDID:S000005970, Chr XVI from 463836-462478, reverse complement, Verified ORF, ""Regulatory protein of unknown function, constitutively-expressed, involved in the regulation of mating-specific genes and the invasive growth pathway, required for MAP-kinase imposed repression, inhibits pheromone-responsive transcription""",2.24E-61,17,4,4242837.638,4743714.518,4656820.08,4174654.97,4336559.625,4165765.607,5,3
"YGR231C PHB2 SGDID:S000003463, Chr VII from 953483-952551, reverse complement, Verified ORF, ""Subunit of the prohibitin complex (Phb1p-Phb2p), a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation""",2.44E-61,12,4,11678206.46,11766888.49,12563488.94,12447365.62,13004490.63,13110485.16,6,3
"YOL149W DCP1 SGDID:S000005509, Chr XV from 44937-45632, Verified ORF, ""Subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p""",3.16E-61,15,5,332970.2463,262802.5853,361535.0499,377097.4969,298160.8331,337603.768,2,1
"YMR046C YMR046C SGDID:S000004649, Chr XIII from 362626-361304, reverse complement, transposable_element_gene, ""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag""",4.98E-61,70,9,3508477.961,3340565.014,2928101.537,2911835.054,2845848.574,2384627.322,6,3
"YLR229C CDC42 SGDID:S000004219, Chr XII from 604789-604214, reverse complement, Verified ORF, ""Small rho-like GTPase, essential for establishment and maintenance of cell polarity; mutants have defects in the organization of actin and septins""",6.57E-61,19,5,2178243.173,2326248.052,2407824.313,2174162.516,2276124.129,2326982.89,5,3
"YDL190C UFD2 SGDID:S000002349, Chr IV from 121593-118708, reverse complement, Verified ORF, ""Ubiquitin chain assembly factor (E4) that cooperates with a ubiquitin-activating enzyme (E1), a ubiquitin-conjugating enzyme (E2), and a ubiquitin protein ligase (E3) to conjugate ubiquitin to substrates; also functions as an E3""",1.48E-60,13,4,1007314.629,812738.0087,1013090.252,943102.2522,953832.4575,929836.5905,2,2
"YKR028W SAP190 SGDID:S000001736, Chr XI from 493900-497196, Verified ORF, ""Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p""",1.79E-60,6,5,536000.8234,572145.7783,591145.8069,509778.4822,628790.3745,605457.9473,2,2
"YOR175C ALE1 SGDID:S000005701, Chr XV from 661675-659816, reverse complement, Verified ORF, ""Broad-specificity lysophospholipid acyltransferase, part of MBOAT family of membrane-bound O-acyltransferases; key component of Lands cycle; may have role in fatty acid exchange at sn-2 position of mature glycerophospholipids""",2.14E-60,11,5,3002372.351,3108581.736,2996183.22,2962098.465,2926490.855,2893535.754,2,1
"YGL187C COX4 SGDID:S000003155, Chr VII from 150177-149710, reverse complement, Verified ORF, ""Subunit IV of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; N-terminal 25 residues of precursor are cleaved during mitochondrial import; phosphorylated""",2.42E-60,13,5,2552554.651,2818160.313,2530449.154,2654842.627,2859042.675,3029470.734,5,3
"YKL007W CAP1 SGDID:S000001490, Chr XI from 428945-429751, Verified ORF, ""Alpha subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches""",2.72E-60,15,5,929371.6664,1070727.561,948667.9466,919107.5572,1058242.306,973010.9833,2,1
"YJR088C EMC2 SGDID:S000003848, Chr X from 587365-586487, reverse complement, Verified ORF, ""Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response""",3.41E-60,12,5,10039257.84,10411687.84,12448092.97,12274974.99,11833034.83,10548776.79,5,2
"YBR154C RPB5 SGDID:S000000358, Chr II from 549003-548356, reverse complement, Verified ORF, ""RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III; contacts DNA and affects transactivation""",3.47E-60,17,4,6592365.908,5650227.963,6330197.331,6120076.724,6651421.624,6707404.01,4,2
"YER004W FMP52 SGDID:S000000806, Chr V from 159579-160274, Verified ORF, ""Protein of unknown function, localized to the mitochondrial outer membrane; induced by treatment with 8-methoxypsoralen and UVA irradiation""",7.63E-60,18,4,2050272.212,2001793.144,2091256.118,2084165.852,2304761.959,2095177.519,5,3
"YDL141W BPL1 SGDID:S000002300, Chr IV from 203040-205112, Verified ORF, ""Biotin:apoprotein ligase, covalently modifies proteins with the addition of biotin, required for acetyl-CoA carboxylase (Acc1p) holoenzyme formation""",8.60E-60,10,5,4731226.769,5355506.535,5459991.342,4695443.857,4764795.324,4098110.272,3,2
"YDL065C PEX19 SGDID:S000002223, Chr IV from 337277-336249, reverse complement, Verified ORF, ""Chaperone and import receptor for newly-synthesized class I peroxisomal membrane proteins (PMPs), binds PMPs in the cytoplasm and delivers them to the peroxisome for subsequent insertion into the peroxisomal membrane""",8.85E-60,14,4,693162.7218,583245.1156,600849.9932,661851.3277,572242.0623,416921.5688,1,1
"YLR285W NNT1 SGDID:S000004275, Chr XII from 707362-708147, Verified ORF, ""Putative nicotinamide N-methyltransferase, has a role in rDNA silencing and in lifespan determination""",9.82E-60,23,4,3849994.119,4261510.247,3801145.082,4021857.473,3726744.568,4380519.796,6,3
"YLR017W MEU1 SGDID:S000004007, Chr XII from 177607-178620, Verified ORF, ""Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression""",9.94E-60,16,5,11810943.99,11205920.57,11790144.81,12074729.69,11690779.34,11258698.49,7,2
"YPL199C YPL199C SGDID:S000006120, Chr XVI from 172754-172032, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function, predicted to be palmitoylated""",1.03E-59,12,5,6594071.071,6715718.672,6579239.011,6507287.82,6591263.736,6298291.766,4,3
"YDR513W GRX2 SGDID:S000002921, Chr IV from 1471010-1471441, Verified ORF, ""Cytoplasmic glutaredoxin, thioltransferase, glutathione-dependent disulfide oxidoreductase involved in maintaining redox state of target proteins, also exhibits glutathione peroxidase activity, expression induced in response to stress""",1.42E-59,30,4,20594239.24,27673613.66,30414697.4,32139166.51,33530525.31,36178728.5,16,4
"YPL232W SSO1 SGDID:S000006153, Chr XVI from 107275-108147, Verified ORF, ""Plasma membrane t-SNARE involved in fusion of secretory vesicles at the plasma membrane and in vesicle fusion during sporulation; forms a complex with Sec9p that binds v-SNARE Snc2p; syntaxin homolog; functionally redundant with Sso2p""",2.32E-59,11,6,3094415.874,3389209.088,3217605.167,3052806.372,3263821.203,2969818.643,4,2
"YBR267W REI1 SGDID:S000000471, Chr II from 739836-741017, Verified ORF, ""Cytoplasmic pre-60S factor; required for the correct recycling of shuttling factors Alb1, Arx1 and Tif6 at the end of the ribosomal large subunit biogenesis; involved in bud growth in the mitotic signaling network""",3.04E-59,12,5,2807046.626,2597550.479,2552067.601,2596317.733,2437143.894,2571352.263,3,1
"YLL050C COF1 SGDID:S000003973, Chr XII from 40413-40400,40220-39803, reverse complement, Verified ORF, ""Cofilin, promotes actin filament depolarization in a pH-dependent manner; binds both actin monomers and filaments and severs filaments; thought to be regulated by phosphorylation at SER4; ubiquitous and essential in eukaryotes""",3.79E-59,17,4,21483637.65,19366367.22,22361421.88,22493843.88,23701433.79,23903577.28,12,2
"YKL117W SBA1 SGDID:S000001600, Chr XI from 219968-220618, Verified ORF, ""Co-chaperone that binds to and regulates Hsp90 family chaperones; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins and like p23 can regulate telomerase activity""",4.41E-59,22,5,20176533.96,21640284.13,22031242.26,22134842.79,22340792.6,21209839.42,15,4
"YHR009C YHR009C SGDID:S000001051, Chr VIII from 125675-124104, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; not an essential gene""",4.71E-59,11,6,1559949.506,1337143.683,2066694.244,2235205.252,2335512.752,1965649.502,3,1
"YOR039W CKB2 SGDID:S000005565, Chr XV from 405768-406544, Verified ORF, ""Beta' regulatory subunit of casein kinase 2, a Ser/Thr protein kinase with roles in cell growth and proliferation; the holoenzyme also contains CKA1, CKA2 and CKB1, the many substrates include transcription factors and all RNA polymerases""",5.89E-59,16,5,3871119.498,3804111.409,3893530.375,4088140.589,3843818.26,3556242.692,9,5
"YNL168C FMP41 SGDID:S000005112, Chr XIV from 318811-318032, reverse complement, Uncharacterized ORF, ""Putative protein of unknown function; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",5.98E-59,13,4,3560617.856,3505816.668,3433712.767,3288364.583,3363013.047,2928141.063,4,2
"YMR022W UBC7 SGDID:S000004624, Chr XIII from 318679-319176, Verified ORF, ""Ubiquitin conjugating enzyme, involved in the ER-associated protein degradation pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly""",6.88E-59,15,4,2261368.325,2362315.111,2372460.746,2380745.494,2587339.837,2476840.252,3,2
"YER107C GLE2 SGDID:S000000909, Chr V from 374541-373444, reverse complement, Verified ORF, ""Component of the nuclear pore complex required for polyadenylated RNA export but not for protein import, homologous to S. pombe Rae1p""",6.91E-59,13,4,3248437.162,3450084.167,3157833.042,3060447.969,2963467.6,2974649.604,5,3
"YGR111W YGR111W SGDID:S000003343, Chr VII from 715832-717034, Uncharacterized ORF, ""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",1.00E-58,8,5,1158263.22,1257179.653,1535501.562,1596962.288,1486279.807,1530897.279,3,2
"YIL063C YRB2 SGDID:S000001325, Chr IX from 243741-242758, reverse complement, Verified ORF, ""Protein of unknown function involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; is not essential""",1.04E-58,8,4,3038650.539,2844248.272,3261008.695,3183771.2,3245099.608,2927812.849,3,1
"YLL029W FRA1 SGDID:S000003952, Chr XII from 81460-83709, Verified ORF, ""Protein involved in negative regulation of transcription of iron regulon; forms an iron independent complex with Fra2p, Grx3p, and Grx4p; cytosolic; mutant fails to repress transcription of iron regulon and is defective in spore formation""",1.13E-58,14,5,2310300.658,2799206.837,2809558.303,2609825.634,2645944.956,2470661.651,1,1
"YJL176C SWI3 SGDID:S000003712, Chr X from 94528-92051, reverse complement, Verified ORF, ""Subunit of the SWI/SNF chromatin remodeling complex, which regulates transcription by remodeling chromosomes; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2""",1.53E-58,10,4,419293.4463,399268.4355,443755.3583,372339.4267,420694.8617,391460.5842,1,1
"YKL027W YKL027W SGDID:S000001510, Chr XI from 387205-388548, Verified ORF, ""Protein of unknown function, localized to the mitochondrial outer membrane""",1.90E-58,11,5,2473025.097,2858103.015,2635254.504,2523441.784,2297539.362,2150123.416,1,1
"YJR096W YJR096W SGDID:S000003857, Chr X from 611187-612035, Verified ORF, ""Putative xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS""",2.32E-58,9,5,,,,,,,0,0
"YDL204W RTN2 SGDID:S000002363, Chr IV from 94606-95787, Verified ORF, ""Protein of unknown function; has similarity to mammalian reticulon proteins; member of the RTNLA (reticulon-like A) subfamily""",7.72E-58,9,5,,,,,,,0,0
"YGL190C CDC55 SGDID:S000003158, Chr VII from 147395-145815, reverse complement, Verified ORF, ""Non-essential regulatory subunit B of protein phosphatase 2A, which has multiple roles in mitosis and protein biosynthesis; involved in regulation of mitotic exit; found in the nucleus of most cells, also at the bud neck and at the bud tip""",9.44E-58,11,4,685245.4645,724970.6504,744023.2144,666991.5659,806376.5799,790399.7647,3,1
"YJR072C NPA3 SGDID:S000003833, Chr X from 572116-570959, reverse complement, Verified ORF, ""Essential, conserved, cytoplasmic ATPase; phosphorylated by the Pcl1p-Pho85p kinase complex""",1.01E-57,10,5,7035892.748,7631883.299,7386207.795,6788216.17,6529216.407,5922587.781,6,3
"YER176W ECM32 SGDID:S000000978, Chr V from 541685-545050, Verified ORF, ""DNA dependent ATPase/DNA helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors, localized to polysomes""",1.11E-57,12,6,9618983.832,12436958.9,11692758.66,9627948.491,9995595.026,8429977.501,6,2
"YML001W YPT7 SGDID:S000004460, Chr XIII from 267174-267800, Verified ORF, ""GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance, for endosome-endosome fusion, similar to mammalian Rab7""",1.22E-57,15,4,1878688.412,1951994.556,1600053.598,1481449.583,1315769.232,1591955.832,3,2
"YHR033W YHR033W SGDID:S000001075, Chr VIII from 175541-176812, Uncharacterized ORF, ""Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm""",1.39E-57,15,4,219459.825,929698.9286,1340056.022,1253443.306,1322710.424,1393425.28,2,1
"YKL114C APN1 SGDID:S000001597, Chr XI from 224099-222996, reverse complement, Verified ORF, ""Major apurinic/apyrimidinic endonuclease, 3'-repair diesterase involved in repair of DNA damage by oxidation and alkylating agents; also functions as a 3'-5' exonuclease to repair 7,8-dihydro-8-oxodeoxyguanosine""",1.50E-57,14,5,2858269.886,2807943.874,3327703.013,2952919.905,3200811.31,3145507.049,2,1
"YOR276W CAF20 SGDID:S000005802, Chr XV from 841332-841817, Verified ORF, ""Phosphoprotein of the mRNA cap-binding complex involved in translational control, repressor of cap-dependent translation initiation, competes with eIF4G for binding to eIF4E""",1.52E-57,40,4,3681634.438,3311214.621,3135576.112,3059370.712,3165116.704,3628087.623,16,4
"YBR171W SEC66 SGDID:S000000375, Chr II from 578359-578979, Verified ORF, ""Non-essential subunit of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p); with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER""",1.80E-57,16,4,5361364.75,5370580.948,5490775.217,5802262.745,6016148.536,5660341.774,8,1
"YLR114C AVL9 SGDID:S000004104, Chr XII from 377239-374945, reverse complement, Verified ORF, ""Conserved protein involved in exocytic transport from the Golgi; mutation is synthetically lethal with apl2 vps1 double mutation; member of a protein superfamily with orthologs in diverse organisms""",3.27E-57,9,5,124668.1499,70192.58295,171884.578,111593.5954,-12825.5721,36541.44076,3,1
"YLR056W ERG3 SGDID:S000004046, Chr XII from 253862-254959, Verified ORF, ""C-5 sterol desaturase, catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; mutants are viable, but cannot grow on non-fermentable carbon sources""",3.40E-57,15,5,3229960.559,2734109.576,2624884.41,2638428.569,2586210.107,2504811.837,4,3
"YMR110C HFD1 SGDID:S000004716, Chr XIII from 491991-490393, reverse complement, Verified ORF, ""Putative fatty aldehyde dehydrogenase, located in the mitochondrial outer membrane and also in lipid particles; has similarity to human fatty aldehyde dehydrogenase (FALDH) which is implicated in Sjogren-Larsson syndrome""",5.09E-57,10,5,2018769.512,2173234.182,2485732.94,2482005.928,2638307.608,2246610.701,3,2
"YDL031W DBP10 SGDID:S000002189, Chr IV from 394215-397202, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family, constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",6.15E-57,11,5,1207624.642,1188347.724,1238516.51,1037378.666,1019503.768,1002848.992,3,2
"YOL005C RPB11 SGDID:S000005365, Chr XV from 316176-315814, reverse complement, Verified ORF, ""RNA polymerase II subunit B12.5; part of central core; similar to Rpc19p and bacterial alpha subunit""",7.11E-57,17,5,2615098.738,2045937.842,2443588.966,2466709.724,2378221.327,2272907.295,5,1
